order_item_id,order_id,product_id,quantity,unit_price,discount_pct,discount_amount,net_line_sales
OI0038155,O0020485,P0584,3,424.07,24.24,308.38,963.83
OI0038156,O0020486,P1003,1,350.06,6.47,22.65,327.41
OI0038157,O0020486,P1121,3,1363.0,12.52,511.94,3577.06
OI0038158,O0020487,P0625,1,434.03,14.36,62.33,371.7
OI0038159,O0020488,P0547,1,914.34,14.36,131.3,783.04
OI0038160,O0020488,P0876,1,1143.84,13.77,157.51,986.33
OI0038161,O0020489,P0932,1,223.5,28.95,64.7,158.8
OI0038162,O0020489,P0862,1,1064.3,11.24,119.63,944.67
OI0038163,O0020490,P0797,3,1082.13,14.62,474.62,2771.77
OI0038164,O0020490,P0097,1,1359.95,13.62,185.23,1174.72
OI0038165,O0020490,P0715,1,394.37,10.1,39.83,354.54
OI0038166,O0020491,P1054,1,187.57,18.08,33.91,153.66
OI0038167,O0020492,P0559,3,1287.77,20.61,796.23,3067.08
OI0038168,O0020492,P0992,1,742.07,10.6,78.66,663.41
OI0038169,O0020493,P1476,1,568.02,21.77,123.66,444.36
OI0038170,O0020493,P1239,1,961.46,17.05,163.93,797.53
OI0038171,O0020493,P1483,1,1336.19,10.72,143.24,1192.95
OI0038172,O0020494,P0277,1,211.82,10.8,22.88,188.94
OI0038173,O0020495,P1154,1,582.54,17.17,100.02,482.52
OI0038174,O0020496,P1235,4,1488.19,15.26,908.39,5044.37
OI0038175,O0020496,P0247,1,590.82,24.43,144.34,446.48
OI0038176,O0020496,P1239,3,961.46,23.39,674.66,2209.72
OI0038177,O0020496,P1050,1,234.11,10.89,25.49,208.62
OI0038178,O0020497,P0070,1,768.96,1.71,13.15,755.81
OI0038179,O0020497,P0605,2,433.83,7.03,61.0,806.66
OI0038180,O0020497,P0222,1,820.98,11.19,91.87,729.11
OI0038181,O0020498,P0956,1,842.47,3.92,33.02,809.45
OI0038182,O0020499,P0310,1,309.88,1.19,3.69,306.19
OI0038183,O0020499,P1437,2,814.76,17.14,279.3,1350.22
OI0038184,O0020500,P0923,2,870.15,14.26,248.17,1492.13
OI0038185,O0020500,P0001,3,1160.07,6.06,210.9,3269.31
OI0038186,O0020501,P1285,2,528.45,16.23,171.53,885.37
OI0038187,O0020501,P0129,1,1313.16,14.91,195.79,1117.37
OI0038188,O0020502,P0161,1,783.88,7.16,56.13,727.75
OI0038189,O0020502,P0388,1,480.25,3.02,14.5,465.75
OI0038190,O0020502,P1284,1,735.77,3.7,27.22,708.55
OI0038191,O0020503,P0165,1,448.73,7.33,32.89,415.84
OI0038192,O0020504,P0868,3,572.09,13.78,236.5,1479.77
OI0038193,O0020504,P0541,1,723.06,3.43,24.8,698.26
OI0038194,O0020505,P1444,1,327.25,8.21,26.87,300.38
OI0038195,O0020506,P0336,1,38.93,5.95,2.32,36.61
OI0038196,O0020506,P0164,1,42.59,10.99,4.68,37.91
OI0038197,O0020507,P1403,1,1239.69,7.85,97.32,1142.37
OI0038198,O0020508,P0919,1,1421.5,12.6,179.11,1242.39
OI0038199,O0020509,P0892,1,504.16,17.83,89.89,414.27
OI0038200,O0020509,P0344,1,1255.21,7.57,95.02,1160.19
OI0038201,O0020509,P0947,3,176.86,8.74,46.37,484.21
OI0038202,O0020510,P0881,4,584.86,6.8,159.08,2180.36
OI0038203,O0020511,P1257,1,27.82,9.38,2.61,25.21
OI0038204,O0020512,P1286,1,547.89,14.41,78.95,468.94
OI0038205,O0020512,P0530,1,567.13,21.07,119.49,447.64
OI0038206,O0020513,P0335,3,744.3,5.79,129.28,2103.62
OI0038207,O0020513,P1370,1,1494.61,13.28,198.48,1296.13
OI0038208,O0020513,P0911,1,486.59,10.47,50.95,435.64
OI0038209,O0020514,P1251,1,427.05,23.78,101.55,325.5
OI0038210,O0020514,P0695,2,765.16,6.44,98.55,1431.77
OI0038211,O0020514,P0453,3,567.85,6.78,115.5,1588.05
OI0038212,O0020514,P0110,1,1257.42,6.17,77.58,1179.84
OI0038213,O0020515,P0309,3,1493.82,6.34,284.12,4197.34
OI0038214,O0020515,P0734,1,1198.93,9.8,117.5,1081.43
OI0038215,O0020515,P0740,1,22.35,11.89,2.66,19.69
OI0038216,O0020516,P1168,2,476.18,12.9,122.85,829.51
OI0038217,O0020516,P1481,1,921.18,7.91,72.87,848.31
OI0038218,O0020517,P0298,1,1154.16,10.93,126.15,1028.01
OI0038219,O0020518,P0038,2,141.33,14.53,41.07,241.59
OI0038220,O0020518,P0661,1,1267.01,8.53,108.08,1158.93
OI0038221,O0020519,P1234,2,175.34,1.62,5.68,345.0
OI0038222,O0020519,P0109,1,1378.34,18.29,252.1,1126.24
OI0038223,O0020520,P1117,2,799.76,9.35,149.56,1449.96
OI0038224,O0020521,P1016,2,824.48,10.74,177.1,1471.86
OI0038225,O0020521,P0226,3,318.67,14.82,141.68,814.33
OI0038226,O0020522,P0313,1,541.39,12.16,65.83,475.56
OI0038227,O0020522,P1452,1,835.24,13.73,114.68,720.56
OI0038228,O0020522,P0910,1,1222.5,5.77,70.54,1151.96
OI0038229,O0020522,P0766,1,157.11,14.02,22.03,135.08
OI0038230,O0020523,P1106,1,257.11,13.95,35.87,221.24
OI0038231,O0020524,P1203,1,1300.51,6.96,90.52,1209.99
OI0038232,O0020525,P0138,1,527.28,13.52,71.29,455.99
OI0038233,O0020526,P0941,1,948.78,17.13,162.53,786.25
OI0038234,O0020527,P0698,1,222.23,4.76,10.58,211.65
OI0038235,O0020528,P1145,4,1391.92,2.91,162.02,5405.66
OI0038236,O0020528,P0607,2,396.9,0,0.0,793.8
OI0038237,O0020529,P0922,1,773.95,7.94,61.45,712.5
OI0038238,O0020529,P0428,1,1240.15,19.18,237.86,1002.29
OI0038239,O0020530,P1416,2,949.47,10.33,196.16,1702.78
OI0038240,O0020530,P0533,1,842.36,6.17,51.97,790.39
OI0038241,O0020531,P1365,1,1439.57,7.24,104.22,1335.35
OI0038242,O0020531,P0531,2,1160.48,7.75,179.87,2141.09
OI0038243,O0020532,P1461,1,1228.66,12.45,152.97,1075.69
OI0038244,O0020533,P1286,1,547.89,5.89,32.27,515.62
OI0038245,O0020533,P0232,1,534.95,0,0.0,534.95
OI0038246,O0020534,P1354,1,476.56,8.8,41.94,434.62
OI0038247,O0020534,P0474,3,1165.02,10.41,363.84,3131.22
OI0038248,O0020534,P0750,1,340.2,17.74,60.35,279.85
OI0038249,O0020534,P0370,1,1448.19,20.11,291.23,1156.96
OI0038250,O0020535,P0085,1,1031.08,7.1,73.21,957.87
OI0038251,O0020535,P0595,2,973.73,8.59,167.29,1780.17
OI0038252,O0020535,P1461,1,1228.66,0,0.0,1228.66
OI0038253,O0020535,P1268,1,670.77,22.24,149.18,521.59
OI0038254,O0020536,P0073,1,1275.16,8.2,104.56,1170.6
OI0038255,O0020537,P1240,1,490.75,10.31,50.6,440.15
OI0038256,O0020537,P0349,1,1333.55,15.57,207.63,1125.92
OI0038257,O0020538,P1407,4,785.47,19.2,603.24,2538.64
OI0038258,O0020539,P0223,1,1483.97,8.47,125.69,1358.28
OI0038259,O0020539,P0591,1,1455.66,11.7,170.31,1285.35
OI0038260,O0020540,P1394,1,410.84,10.2,41.91,368.93
OI0038261,O0020540,P1167,1,1429.87,12.65,180.88,1248.99
OI0038262,O0020540,P0197,1,700.18,14.01,98.1,602.08
OI0038263,O0020541,P0568,1,691.09,6.1,42.16,648.93
OI0038264,O0020541,P1130,1,573.19,14.18,81.28,491.91
OI0038265,O0020541,P0641,1,1329.15,15.65,208.01,1121.14
OI0038266,O0020542,P0410,1,1163.95,22.25,258.98,904.97
OI0038267,O0020542,P0834,1,1104.07,15.93,175.88,928.19
OI0038268,O0020542,P0408,1,1328.24,17.86,237.22,1091.02
OI0038269,O0020543,P0666,1,129.89,14.79,19.21,110.68
OI0038270,O0020544,P0534,3,944.33,8.61,243.92,2589.07
OI0038271,O0020544,P0883,3,679.1,8.28,168.69,1868.61
OI0038272,O0020544,P0192,1,1321.47,9.18,121.31,1200.16
OI0038273,O0020544,P0913,4,551.66,3.25,71.72,2134.92
OI0038274,O0020545,P0701,2,71.48,13.8,19.73,123.23
OI0038275,O0020545,P0808,1,223.52,19.44,43.45,180.07
OI0038276,O0020545,P0683,1,585.9,24.67,144.54,441.36
OI0038277,O0020546,P0134,1,695.77,10.66,74.17,621.6
OI0038278,O0020546,P1264,2,261.36,17.52,91.58,431.14
OI0038279,O0020546,P0607,1,396.9,17.79,70.61,326.29
OI0038280,O0020547,P0712,1,842.96,23.26,196.07,646.89
OI0038281,O0020548,P0371,1,259.38,14.72,38.18,221.2
OI0038282,O0020549,P1086,1,850.59,10.91,92.8,757.79
OI0038283,O0020550,P0797,1,1082.13,28.78,311.44,770.69
OI0038284,O0020550,P0158,1,408.4,16.65,68.0,340.4
OI0038285,O0020550,P1124,1,1223.19,0,0.0,1223.19
OI0038286,O0020551,P0845,1,336.32,13.47,45.3,291.02
OI0038287,O0020551,P0434,1,907.33,12.48,113.23,794.1
OI0038288,O0020552,P0789,2,1239.49,6.21,153.94,2325.04
OI0038289,O0020553,P1403,2,1239.69,20.99,520.42,1958.96
OI0038290,O0020553,P0853,1,1117.72,8.57,95.79,1021.93
OI0038291,O0020554,P0369,1,715.07,13.56,96.96,618.11
OI0038292,O0020554,P0239,1,180.64,15.19,27.44,153.2
OI0038293,O0020555,P1105,2,412.26,24.58,202.67,621.85
OI0038294,O0020556,P1375,1,390.59,0.25,0.98,389.61
OI0038295,O0020556,P1388,1,609.33,16.3,99.32,510.01
OI0038296,O0020556,P1086,1,850.59,14.18,120.61,729.98
OI0038297,O0020556,P0240,1,1012.24,14.09,142.62,869.62
OI0038298,O0020557,P0542,1,715.32,2.5,17.88,697.44
OI0038299,O0020557,P1399,2,571.04,7.98,91.14,1050.94
OI0038300,O0020558,P1164,1,454.65,12.24,55.65,399.0
OI0038301,O0020559,P1261,1,706.93,9.08,64.19,642.74
OI0038302,O0020559,P0377,1,972.77,14.51,141.15,831.62
OI0038303,O0020560,P1212,2,591.11,14.56,172.13,1010.09
OI0038304,O0020560,P1293,2,1004.41,24.62,494.57,1514.25
OI0038305,O0020561,P0475,2,34.97,12.54,8.77,61.17
OI0038306,O0020562,P0969,2,1016.67,5.01,101.87,1931.47
OI0038307,O0020563,P0749,1,1123.46,10.69,120.1,1003.36
OI0038308,O0020564,P0067,1,310.13,9.61,29.8,280.33
OI0038309,O0020564,P1127,1,514.33,11.99,61.67,452.66
OI0038310,O0020565,P0172,1,1372.81,28.41,390.02,982.79
OI0038311,O0020566,P1326,1,756.54,13.4,101.38,655.16
OI0038312,O0020566,P0764,1,727.46,6.12,44.52,682.94
OI0038313,O0020566,P1092,3,755.51,14.63,331.59,1934.94
OI0038314,O0020567,P0947,1,176.86,17.15,30.33,146.53
OI0038315,O0020567,P0346,1,867.05,5.01,43.44,823.61
OI0038316,O0020568,P0370,1,1448.19,2.76,39.97,1408.22
OI0038317,O0020569,P0584,1,424.07,4.6,19.51,404.56
OI0038318,O0020569,P1221,1,1040.61,17.03,177.22,863.39
OI0038319,O0020570,P1337,1,1064.09,6.73,71.61,992.48
OI0038320,O0020570,P0648,1,168.06,9.01,15.14,152.92
OI0038321,O0020571,P0942,1,927.61,1.05,9.74,917.87
OI0038322,O0020571,P0563,1,184.92,17.38,32.14,152.78
OI0038323,O0020572,P0307,1,803.71,10.61,85.27,718.44
OI0038324,O0020573,P0519,3,61.46,6.38,11.76,172.62
OI0038325,O0020573,P0192,2,1321.47,0.82,21.67,2621.27
OI0038326,O0020574,P0540,1,1067.25,14.35,153.15,914.1
OI0038327,O0020575,P0203,1,436.62,19.83,86.58,350.04
OI0038328,O0020576,P1152,2,1339.05,18.41,493.04,2185.06
OI0038329,O0020577,P0054,1,1366.66,9.72,132.84,1233.82
OI0038330,O0020577,P0844,1,1440.78,16.1,231.97,1208.81
OI0038331,O0020577,P0938,1,925.82,0,0.0,925.82
OI0038332,O0020578,P0103,1,482.24,17.84,86.03,396.21
OI0038333,O0020578,P0216,2,557.7,22.75,253.75,861.65
OI0038334,O0020578,P0583,3,602.31,1.41,25.48,1781.45
OI0038335,O0020578,P0606,2,1259.5,18.89,475.84,2043.16
OI0038336,O0020579,P1019,1,24.56,19.82,4.87,19.69
OI0038337,O0020579,P0106,2,1463.96,8.36,244.77,2683.15
OI0038338,O0020580,P0333,1,1455.18,9.92,144.35,1310.83
OI0038339,O0020581,P0120,2,124.04,19.84,49.22,198.86
OI0038340,O0020581,P0985,1,1239.07,4.42,54.77,1184.3
OI0038341,O0020581,P0102,1,909.86,9.36,85.16,824.7
OI0038342,O0020582,P0234,3,49.8,15.76,23.55,125.85
OI0038343,O0020583,P0348,1,499.94,12.64,63.19,436.75
OI0038344,O0020584,P1398,1,691.45,8.65,59.81,631.64
OI0038345,O0020585,P0681,1,1234.35,20.1,248.1,986.25
OI0038346,O0020585,P1312,3,1190.74,2.83,101.09,3471.13
OI0038347,O0020585,P1382,1,347.57,9.83,34.17,313.4
OI0038348,O0020586,P0448,4,1120.24,16.7,748.32,3732.64
OI0038349,O0020586,P1309,1,974.69,9.15,89.18,885.51
OI0038350,O0020586,P0207,2,1457.44,11.23,327.34,2587.54
OI0038351,O0020587,P0129,1,1313.16,16.52,216.93,1096.23
OI0038352,O0020587,P0889,1,1055.02,15.02,158.46,896.56
OI0038353,O0020587,P1106,4,257.11,8.19,84.23,944.21
OI0038354,O0020587,P0870,1,653.91,13.76,89.98,563.93
OI0038355,O0020588,P0320,1,1481.47,6.98,103.41,1378.06
OI0038356,O0020588,P0454,1,1251.9,0.86,10.77,1241.13
OI0038357,O0020589,P0329,1,1000.58,6.91,69.14,931.44
OI0038358,O0020589,P0542,1,715.32,18.68,133.62,581.7
OI0038359,O0020589,P1193,1,381.82,13.97,53.34,328.48
OI0038360,O0020590,P1060,1,756.52,13.56,102.58,653.94
OI0038361,O0020590,P0016,1,1282.25,9.45,121.17,1161.08
OI0038362,O0020591,P0052,1,1142.73,5.32,60.79,1081.94
OI0038363,O0020592,P1122,1,710.01,10.01,71.07,638.94
OI0038364,O0020593,P1027,1,1073.28,9.16,98.31,974.97
OI0038365,O0020593,P0295,1,171.41,7.59,13.01,158.4
OI0038366,O0020593,P0081,2,155.22,0,0.0,310.44
OI0038367,O0020593,P0138,1,527.28,17.08,90.06,437.22
OI0038368,O0020593,P0049,1,965.38,4.23,40.84,924.54
OI0038369,O0020594,P1018,1,1083.93,1.67,18.1,1065.83
OI0038370,O0020594,P1318,2,1249.24,15.09,377.02,2121.46
OI0038371,O0020595,P1039,2,324.66,8.3,53.89,595.43
OI0038372,O0020595,P1399,3,571.04,13.63,233.5,1479.62
OI0038373,O0020596,P0300,1,1041.87,0,0.0,1041.87
OI0038374,O0020597,P0234,1,49.8,0,0.0,49.8
OI0038375,O0020597,P0761,2,473.55,20.91,198.04,749.06
OI0038376,O0020597,P0868,3,572.09,3.65,62.64,1653.63
OI0038377,O0020597,P0247,3,590.82,11.75,208.26,1564.2
OI0038378,O0020597,P0224,1,261.53,17.6,46.03,215.5
OI0038379,O0020598,P0255,1,850.5,0,0.0,850.5
OI0038380,O0020598,P0109,1,1378.34,16.99,234.18,1144.16
OI0038381,O0020598,P1207,2,516.2,7.27,75.06,957.34
OI0038382,O0020599,P0257,3,855.7,17.67,453.61,2113.49
OI0038383,O0020599,P0148,1,633.48,16.44,104.14,529.34
OI0038384,O0020600,P0548,1,1095.58,8.36,91.59,1003.99
OI0038385,O0020600,P1328,1,919.02,14.81,136.11,782.91
OI0038386,O0020601,P0831,3,257.53,15.02,116.04,656.55
OI0038387,O0020601,P0099,1,95.53,3.21,3.07,92.46
OI0038388,O0020601,P0918,1,487.47,17.04,83.06,404.41
OI0038389,O0020602,P0230,1,1407.35,17.64,248.26,1159.09
OI0038390,O0020603,P1334,1,994.37,14.94,148.56,845.81
OI0038391,O0020603,P1208,1,174.93,20.44,35.76,139.17
OI0038392,O0020603,P0376,1,1176.57,14.78,173.9,1002.67
OI0038393,O0020604,P0582,1,662.76,14.24,94.38,568.38
OI0038394,O0020604,P1013,1,643.28,12.28,78.99,564.29
OI0038395,O0020604,P0484,1,811.08,12.68,102.84,708.24
OI0038396,O0020605,P0048,3,1422.08,0,0.0,4266.24
OI0038397,O0020606,P0983,1,1222.87,0,0.0,1222.87
OI0038398,O0020607,P0126,1,63.5,4.81,3.05,60.45
OI0038399,O0020608,P1178,3,615.0,23.84,439.85,1405.15
OI0038400,O0020609,P1403,2,1239.69,1.31,32.48,2446.9
OI0038401,O0020609,P0298,1,1154.16,5.16,59.55,1094.61
OI0038402,O0020610,P0643,1,112.01,3.5,3.92,108.09
OI0038403,O0020610,P0373,1,321.74,2.59,8.33,313.41
OI0038404,O0020611,P1258,1,992.95,19.29,191.54,801.41
OI0038405,O0020611,P0023,1,1252.52,7.56,94.69,1157.83
OI0038406,O0020612,P1182,1,978.73,30.77,301.16,677.57
OI0038407,O0020612,P0969,1,1016.67,13.36,135.83,880.84
OI0038408,O0020612,P0290,2,676.57,8.36,113.12,1240.02
OI0038409,O0020612,P1058,1,1437.15,7.72,110.95,1326.2
OI0038410,O0020613,P1140,4,257.41,9.12,93.9,935.74
OI0038411,O0020613,P1454,1,842.84,14.87,125.33,717.51
OI0038412,O0020613,P0595,1,973.73,14.15,137.78,835.95
OI0038413,O0020614,P0464,1,1093.53,3.05,33.35,1060.18
OI0038414,O0020615,P0683,1,585.9,15.17,88.88,497.02
OI0038415,O0020616,P0605,1,433.83,8.79,38.13,395.7
OI0038416,O0020617,P1181,1,1048.84,6.06,63.56,985.28
OI0038417,O0020618,P0543,1,116.25,9.03,10.5,105.75
OI0038418,O0020619,P0096,1,792.96,8.97,71.13,721.83
OI0038419,O0020620,P0929,4,794.74,17.56,558.23,2620.73
OI0038420,O0020620,P1355,1,1152.46,32.8,378.01,774.45
OI0038421,O0020620,P1309,1,974.69,0,0.0,974.69
OI0038422,O0020620,P1043,1,1398.02,25.94,362.65,1035.37
OI0038423,O0020621,P0875,1,866.11,5.55,48.07,818.04
OI0038424,O0020622,P0460,1,547.0,14.9,81.5,465.5
OI0038425,O0020622,P0103,1,482.24,9.9,47.74,434.5
OI0038426,O0020622,P0571,1,1480.67,19.2,284.29,1196.38
OI0038427,O0020623,P0286,2,1405.22,12.23,343.72,2466.72
OI0038428,O0020623,P0065,1,55.28,9.11,5.04,50.24
OI0038429,O0020624,P1480,3,336.19,18.03,181.85,826.72
OI0038430,O0020624,P0327,1,1448.92,6.49,94.03,1354.89
OI0038431,O0020625,P0898,3,119.23,5.38,19.24,338.45
OI0038432,O0020626,P0956,1,842.47,8.64,72.79,769.68
OI0038433,O0020626,P0781,3,1366.49,10.57,433.31,3666.16
OI0038434,O0020626,P0923,1,870.15,23.29,202.66,667.49
OI0038435,O0020627,P0552,2,274.84,28.21,155.06,394.62
OI0038436,O0020627,P1286,1,547.89,7.44,40.76,507.13
OI0038437,O0020628,P0637,1,209.88,19.94,41.85,168.03
OI0038438,O0020628,P0126,1,63.5,3.11,1.97,61.53
OI0038439,O0020629,P0389,1,921.35,7.42,68.36,852.99
OI0038440,O0020630,P0174,1,860.82,23.84,205.22,655.6
OI0038441,O0020631,P0952,1,343.77,10.87,37.37,306.4
OI0038442,O0020631,P0012,1,306.89,14.94,45.85,261.04
OI0038443,O0020632,P1066,2,239.45,3.97,19.01,459.89
OI0038444,O0020632,P0603,1,1358.31,5.73,77.83,1280.48
OI0038445,O0020632,P0866,2,1284.78,21.38,549.37,2020.19
OI0038446,O0020633,P0893,1,323.97,2.53,8.2,315.77
OI0038447,O0020634,P1315,2,235.03,21.64,101.72,368.34
OI0038448,O0020634,P1229,2,775.24,18.18,281.88,1268.6
OI0038449,O0020635,P0216,1,557.7,0.28,1.56,556.14
OI0038450,O0020635,P0006,2,215.16,1.49,6.41,423.91
OI0038451,O0020635,P0122,2,368.28,0,0.0,736.56
OI0038452,O0020635,P0407,1,702.81,18.06,126.93,575.88
OI0038453,O0020636,P0902,2,1138.16,5.37,122.24,2154.08
OI0038454,O0020636,P0958,3,165.57,12.7,63.08,433.63
OI0038455,O0020636,P0448,1,1120.24,1.22,13.67,1106.57
OI0038456,O0020636,P0423,2,1197.63,0,0.0,2395.26
OI0038457,O0020637,P0274,1,579.58,4.85,28.11,551.47
OI0038458,O0020638,P0038,1,141.33,11.45,16.18,125.15
OI0038459,O0020638,P0627,1,497.57,8.11,40.35,457.22
OI0038460,O0020639,P0361,1,1154.14,12.35,142.54,1011.6
OI0038461,O0020639,P0062,1,694.17,6.58,45.68,648.49
OI0038462,O0020639,P1319,3,681.03,6.95,141.99,1901.1
OI0038463,O0020639,P1405,1,1009.35,15.35,154.94,854.41
OI0038464,O0020640,P0711,1,488.19,15.33,74.84,413.35
OI0038465,O0020640,P0892,4,504.16,22.88,461.41,1555.23
OI0038466,O0020641,P0048,2,1422.08,16.72,475.54,2368.62
OI0038467,O0020642,P1445,1,672.81,18.55,124.81,548.0
OI0038468,O0020643,P0533,1,842.36,7.35,61.91,780.45
OI0038469,O0020644,P0276,1,523.81,6.36,33.31,490.5
OI0038470,O0020645,P0950,1,944.18,12.7,119.91,824.27
OI0038471,O0020645,P0701,2,71.48,23.15,33.1,109.86
OI0038472,O0020646,P0373,1,321.74,2.31,7.43,314.31
OI0038473,O0020647,P0288,1,826.12,7.45,61.55,764.57
OI0038474,O0020648,P1338,1,664.94,3.46,23.01,641.93
OI0038475,O0020648,P0324,2,997.1,4.65,92.73,1901.47
OI0038476,O0020649,P0636,1,1347.23,7.0,94.31,1252.92
OI0038477,O0020649,P0046,1,189.56,13.53,25.65,163.91
OI0038478,O0020650,P0564,1,800.76,13.22,105.86,694.9
OI0038479,O0020651,P1356,1,1125.66,19.59,220.52,905.14
OI0038480,O0020652,P1071,1,493.02,22.22,109.55,383.47
OI0038481,O0020652,P0402,1,1425.29,28.59,407.49,1017.8
OI0038482,O0020653,P0576,1,94.37,11.22,10.59,83.78
OI0038483,O0020654,P1255,1,345.32,7.05,24.35,320.97
OI0038484,O0020654,P1134,1,603.36,3.28,19.79,583.57
OI0038485,O0020654,P0422,1,1079.7,12.06,130.21,949.49
OI0038486,O0020655,P0505,2,1466.07,15.06,441.58,2490.56
OI0038487,O0020655,P0584,2,424.07,12.78,108.39,739.75
OI0038488,O0020656,P0792,1,477.68,2.1,10.03,467.65
OI0038489,O0020657,P1500,2,135.52,10.23,27.73,243.31
OI0038490,O0020658,P0124,2,1335.61,9.7,259.11,2412.11
OI0038491,O0020658,P1148,1,903.58,16.29,147.19,756.39
OI0038492,O0020659,P0932,1,223.5,0,0.0,223.5
OI0038493,O0020660,P0289,1,326.44,13.99,45.67,280.77
OI0038494,O0020661,P0446,1,1136.19,14.67,166.68,969.51
OI0038495,O0020661,P1201,3,89.31,10.93,29.28,238.65
OI0038496,O0020661,P0972,2,1266.95,16.38,415.05,2118.85
OI0038497,O0020661,P0884,1,229.08,12.52,28.68,200.4
OI0038498,O0020662,P0127,2,607.35,6.15,74.7,1140.0
OI0038499,O0020663,P0338,1,359.79,0,0.0,359.79
OI0038500,O0020663,P0256,1,1092.89,17.97,196.39,896.5
OI0038501,O0020664,P0276,1,523.81,17.56,91.98,431.83
OI0038502,O0020665,P1500,1,135.52,7.85,10.64,124.88
OI0038503,O0020665,P1188,1,761.05,16.0,121.77,639.28
OI0038504,O0020665,P1375,1,390.59,10.15,39.64,350.95
OI0038505,O0020666,P1296,1,334.25,8.38,28.01,306.24
OI0038506,O0020667,P1260,1,595.89,12.94,77.11,518.78
OI0038507,O0020667,P0276,3,523.81,26.21,411.87,1159.56
OI0038508,O0020667,P0707,2,927.12,13.45,249.4,1604.84
OI0038509,O0020667,P0375,3,974.29,5.45,159.3,2763.57
OI0038510,O0020668,P0671,1,197.84,9.45,18.7,179.14
OI0038511,O0020668,P0960,1,1390.3,22.95,319.07,1071.23
OI0038512,O0020668,P0931,1,627.56,14.65,91.94,535.62
OI0038513,O0020669,P0199,1,321.8,0,0.0,321.8
OI0038514,O0020670,P1361,1,174.14,8.2,14.28,159.86
OI0038515,O0020670,P0282,1,294.97,21.55,63.57,231.4
OI0038516,O0020671,P1411,1,858.58,17.5,150.25,708.33
OI0038517,O0020672,P0624,3,1131.14,25.85,877.2,2516.22
OI0038518,O0020673,P0262,2,1199.37,11.5,275.86,2122.88
OI0038519,O0020673,P1160,1,248.91,7.25,18.05,230.86
OI0038520,O0020674,P1251,1,427.05,12.49,53.34,373.71
OI0038521,O0020675,P1439,1,1022.06,14.88,152.08,869.98
OI0038522,O0020675,P0222,1,820.98,22.25,182.67,638.31
OI0038523,O0020675,P0712,2,842.96,21.33,359.61,1326.31
OI0038524,O0020675,P0723,2,1128.94,22.76,513.89,1743.99
OI0038525,O0020676,P0631,1,731.1,3.43,25.08,706.02
OI0038526,O0020676,P1049,1,1088.72,5.15,56.07,1032.65
OI0038527,O0020677,P0836,2,1475.3,5.73,169.07,2781.53
OI0038528,O0020677,P0785,1,1313.37,9.1,119.52,1193.85
OI0038529,O0020678,P0731,1,962.63,12.97,124.85,837.78
OI0038530,O0020679,P0568,1,691.09,4.04,27.92,663.17
OI0038531,O0020679,P0620,1,1100.7,5.4,59.44,1041.26
OI0038532,O0020680,P1343,1,728.4,0,0.0,728.4
OI0038533,O0020680,P1102,1,1234.65,21.21,261.87,972.78
OI0038534,O0020680,P0282,1,294.97,7.75,22.86,272.11
OI0038535,O0020681,P0415,1,1124.62,17.46,196.36,928.26
OI0038536,O0020682,P0024,2,714.29,13.41,191.57,1237.01
OI0038537,O0020682,P0933,2,734.75,11.72,172.23,1297.27
OI0038538,O0020683,P0148,1,633.48,12.17,77.09,556.39
OI0038539,O0020683,P0917,1,476.89,18.01,85.89,391.0
OI0038540,O0020684,P0496,1,1418.17,6.88,97.57,1320.6
OI0038541,O0020685,P0391,1,542.26,19.93,108.07,434.19
OI0038542,O0020686,P1135,1,1046.57,10.26,107.38,939.19
OI0038543,O0020686,P0929,3,794.74,18.83,448.95,1935.27
OI0038544,O0020686,P0029,1,836.34,7.43,62.14,774.2
OI0038545,O0020686,P1234,2,175.34,5.04,17.67,333.01
OI0038546,O0020687,P0425,1,773.53,8.65,66.91,706.62
OI0038547,O0020687,P0977,1,487.58,2.18,10.63,476.95
OI0038548,O0020687,P0990,1,920.87,15.39,141.72,779.15
OI0038549,O0020687,P0754,2,1100.23,19.54,429.97,1770.49
OI0038550,O0020688,P1272,1,279.83,8.29,23.2,256.63
OI0038551,O0020689,P0955,1,113.99,18.79,21.42,92.57
OI0038552,O0020690,P0878,1,465.14,11.4,53.03,412.11
OI0038553,O0020690,P0381,1,585.1,21.66,126.73,458.37
OI0038554,O0020690,P1500,1,135.52,15.87,21.51,114.01
OI0038555,O0020691,P1222,3,1111.03,11.51,383.64,2949.45
OI0038556,O0020691,P0281,3,608.59,3.32,60.62,1765.15
OI0038557,O0020691,P1338,1,664.94,14.1,93.76,571.18
OI0038558,O0020692,P0281,1,608.59,5.51,33.53,575.06
OI0038559,O0020693,P1460,1,606.9,7.84,47.58,559.32
OI0038560,O0020693,P0875,1,866.11,10.94,94.75,771.36
OI0038561,O0020693,P1145,1,1391.92,14.97,208.37,1183.55
OI0038562,O0020694,P0706,1,696.98,19.37,135.01,561.97
OI0038563,O0020694,P0018,1,262.23,13.33,34.96,227.27
OI0038564,O0020695,P0824,2,19.37,0,0.0,38.74
OI0038565,O0020695,P0007,1,343.74,13.24,45.51,298.23
OI0038566,O0020695,P0822,2,316.48,0.0,0.0,632.96
OI0038567,O0020696,P0157,1,1033.33,6.21,64.17,969.16
OI0038568,O0020697,P1282,1,1486.07,7.96,118.29,1367.78
OI0038569,O0020697,P0990,1,920.87,8.61,79.29,841.58
