payment_id,order_id,payment_datetime,payment_method,amount,payment_status
PAY0018240,O0018240,2025-05-30 14:59:08,Card,42.45,Paid
PAY0018241,O0018241,2024-01-24 22:33:11,Wallet,1225.03,Paid
PAY0018242,O0018242,2025-06-18 03:31:53,UPI,1103.67,Paid
PAY0018243,O0018243,2026-02-10 10:04:53,NetBanking,1391.23,Paid
PAY0018244,O0018244,2026-07-31 10:13:31,Wallet,1204.19,Failed
PAY0018245,O0018245,2025-05-07 01:14:52,Card,1061.77,Paid
PAY0018246,O0018246,2024-07-13 21:02:20,Card,4517.18,Paid
PAY0018247,O0018247,2024-02-26 04:35:53,Wallet,129.87,Paid
PAY0018248,O0018248,2024-04-03 10:11:24,COD,491.77,Paid
PAY0018249,O0018249,2025-04-21 01:56:55,NetBanking,819.14,Paid
PAY0018250,O0018250,2025-02-28 05:12:50,Wallet,2023.11,Paid
PAY0018251,O0018251,2024-07-19 04:42:18,COD,774.2,Paid
PAY0018252,O0018252,2025-06-01 17:58:11,COD,2528.62,Paid
PAY0018253,O0018253,2025-10-12 01:21:34,Wallet,3538.55,Paid
PAY0018254,O0018254,2024-09-30 10:53:04,NetBanking,497.53,Paid
PAY0018255,O0018255,2025-03-11 08:15:35,NetBanking,245.46,Paid
PAY0018256,O0018256,2024-08-16 12:02:55,COD,4112.61,Paid
PAY0018257,O0018257,2025-05-13 14:55:13,UPI,648.39,Pending
PAY0018258,O0018258,2026-01-22 17:28:31,Card,2017.12,Paid
PAY0018259,O0018259,2024-04-04 15:28:20,NetBanking,4255.2,Paid
PAY0018260,O0018260,2024-10-15 00:55:10,Card,1859.13,Paid
PAY0018261,O0018261,2025-04-26 19:57:23,COD,1185.31,Paid
PAY0018262,O0018262,2025-10-25 03:04:06,COD,814.1,Paid
PAY0018263,O0018263,2024-08-04 16:23:01,UPI,1153.36,Failed
PAY0018264,O0018264,2024-08-11 03:25:11,Wallet,3870.87,Paid
PAY0018265,O0018265,2026-08-01 14:06:59,NetBanking,878.56,Paid
PAY0018266,O0018266,2024-11-09 07:41:15,UPI,4774.68,Paid
PAY0018267,O0018267,2024-06-12 14:47:05,Wallet,2034.83,Paid
PAY0018268,O0018268,2024-10-27 19:15:55,UPI,3137.62,Paid
PAY0018269,O0018269,2025-08-06 18:02:23,Wallet,1690.36,Paid
PAY0018270,O0018270,2024-05-07 05:49:16,NetBanking,4633.97,Paid
PAY0018271,O0018271,2024-03-26 09:48:47,UPI,1219.65,Paid
PAY0018272,O0018272,2025-04-18 03:38:58,COD,4522.86,Paid
PAY0018273,O0018273,2026-07-23 04:59:01,Card,920.97,Paid
PAY0018274,O0018274,2026-05-01 14:34:21,NetBanking,3399.12,Paid
PAY0018275,O0018275,2024-03-31 19:14:43,Card,2621.65,Paid
PAY0018276,O0018276,2025-10-25 16:28:10,UPI,1961.4,Paid
PAY0018277,O0018277,2026-01-16 14:36:03,NetBanking,3663.06,Paid
PAY0018278,O0018278,2025-01-22 08:18:40,UPI,3438.54,Paid
PAY0018279,O0018279,2026-02-17 11:51:55,Card,8216.76,Paid
PAY0018280,O0018280,2025-10-06 08:24:51,COD,1547.67,Paid
PAY0018281,O0018281,2025-06-28 12:50:34,Card,797.96,Paid
PAY0018282,O0018282,2024-12-05 14:22:36,Card,406.14,Paid
PAY0018283,O0018283,2024-07-21 03:02:52,Wallet,5156.48,Paid
PAY0018284,O0018284,2025-05-15 17:09:22,NetBanking,6369.6,Pending
PAY0018285,O0018285,2026-08-07 10:52:47,NetBanking,1776.13,Paid
PAY0018286,O0018286,2024-04-10 10:26:19,Wallet,772.43,Paid
PAY0018287,O0018287,2024-10-14 02:36:17,Wallet,1340.18,Paid
PAY0018288,O0018288,2025-04-17 08:19:40,COD,7721.7,Paid
PAY0018289,O0018289,2024-12-13 15:03:12,COD,5207.52,Paid
PAY0018290,O0018290,2024-01-08 13:03:09,NetBanking,1533.9,Paid
PAY0018291,O0018291,2026-05-02 23:39:03,NetBanking,698.6,Paid
PAY0018292,O0018292,2024-03-28 22:22:40,NetBanking,3317.13,Paid
PAY0018293,O0018293,2025-05-06 14:44:22,Card,774.0,Pending
PAY0018294,O0018294,2025-01-14 19:59:07,Wallet,2233.59,Paid
PAY0018295,O0018295,2025-08-10 12:51:22,UPI,1561.45,Paid
PAY0018296,O0018296,2025-03-31 11:38:08,Wallet,681.82,Paid
PAY0018297,O0018297,2026-01-07 05:42:08,Wallet,4382.23,Failed
PAY0018298,O0018298,2025-06-02 19:26:19,Wallet,5190.2,Paid
PAY0018299,O0018299,2024-03-28 18:55:26,NetBanking,554.31,Paid
PAY0018300,O0018300,2025-05-23 05:12:50,COD,2296.29,Paid
PAY0018301,O0018301,2024-05-19 22:49:56,UPI,2187.43,Paid
PAY0018302,O0018302,2025-08-28 06:57:40,Card,2556.02,Paid
PAY0018303,O0018303,2025-05-20 03:58:30,Card,425.94,Paid
PAY0018304,O0018304,2024-03-16 16:27:37,UPI,1809.05,Paid
PAY0018305,O0018305,2024-07-08 16:11:47,Wallet,488.71,Paid
PAY0018306,O0018306,2026-03-24 04:23:54,UPI,680.22,Paid
PAY0018307,O0018307,2026-01-09 11:37:33,Card,1378.15,Paid
PAY0018308,O0018308,2026-01-04 16:28:11,COD,1747.15,Failed
PAY0018309,O0018309,2024-12-21 21:53:30,Wallet,1274.78,Paid
PAY0018310,O0018310,2025-08-30 12:48:18,NetBanking,4513.92,Paid
PAY0018311,O0018311,2025-03-02 05:57:21,UPI,1488.68,Paid
PAY0018312,O0018312,2024-08-17 02:14:44,UPI,1335.15,Paid
PAY0018313,O0018313,2024-05-24 16:56:15,Card,2986.95,Paid
PAY0018314,O0018314,2026-04-30 16:44:30,Card,572.86,Pending
PAY0018315,O0018315,2025-03-12 17:23:47,UPI,1984.12,Paid
PAY0018316,O0018316,2026-04-21 20:15:11,Card,1451.25,Paid
PAY0018317,O0018317,2024-09-11 07:01:28,UPI,1844.6,Paid
PAY0018318,O0018318,2024-01-05 20:01:14,Card,1016.98,Paid
PAY0018319,O0018319,2026-03-30 08:33:01,Card,4231.35,Failed
PAY0018320,O0018320,2026-04-16 07:58:36,Card,3223.21,Paid
PAY0018321,O0018321,2024-01-07 18:06:16,UPI,3290.14,Paid
PAY0018322,O0018322,2025-12-01 21:11:37,Wallet,2590.72,Paid
PAY0018323,O0018323,2026-05-25 20:23:14,Card,1386.73,Paid
PAY0018324,O0018324,2026-03-21 17:52:34,Card,6673.15,Paid
PAY0018325,O0018325,2025-02-21 08:52:54,Wallet,2547.71,Paid
PAY0018326,O0018326,2025-02-17 20:09:32,Wallet,2547.89,Paid
PAY0018327,O0018327,2025-03-09 06:28:58,Wallet,1693.25,Paid
PAY0018328,O0018328,2024-02-11 01:48:10,Wallet,2113.93,Paid
PAY0018329,O0018329,2024-05-01 00:00:26,Wallet,2172.99,Paid
PAY0018330,O0018330,2026-04-09 01:29:25,UPI,4203.41,Paid
PAY0018331,O0018331,2025-10-18 12:26:06,Wallet,603.42,Paid
PAY0018332,O0018332,2024-04-08 04:24:15,Card,604.64,Paid
PAY0018333,O0018333,2026-07-08 11:57:54,UPI,862.2,Paid
PAY0018334,O0018334,2026-04-16 11:02:00,Wallet,947.43,Paid
PAY0018335,O0018335,2025-01-04 22:48:21,UPI,2452.59,Paid
PAY0018336,O0018336,2025-01-11 09:51:49,Wallet,2706.48,Pending
PAY0018337,O0018337,2025-10-04 04:41:40,Wallet,136.35,Paid
PAY0018338,O0018338,2025-10-02 12:23:18,NetBanking,2220.47,Paid
PAY0018339,O0018339,2026-05-25 12:53:27,Wallet,4543.85,Paid
PAY0018340,O0018340,2024-03-18 14:59:55,COD,2814.43,Paid
PAY0018341,O0018341,2025-03-14 15:43:35,NetBanking,826.74,Paid
PAY0018342,O0018342,2026-02-22 18:36:51,NetBanking,2704.02,Paid
PAY0018343,O0018343,2026-07-29 09:34:49,Wallet,1438.2,Paid
PAY0018344,O0018344,2024-07-27 02:06:32,NetBanking,861.29,Paid
PAY0018345,O0018345,2024-09-02 22:06:40,UPI,1244.19,Paid
PAY0018346,O0018346,2026-02-19 18:29:25,NetBanking,5434.9,Paid
PAY0018347,O0018347,2025-06-02 17:11:09,Wallet,1353.28,Paid
PAY0018348,O0018348,2024-09-03 21:31:00,UPI,424.7,Pending
PAY0018349,O0018349,2025-06-20 09:28:07,Wallet,1777.02,Paid
PAY0018350,O0018350,2025-07-28 20:05:08,Card,250.88,Paid
PAY0018351,O0018351,2025-11-05 02:58:32,NetBanking,782.73,Paid
PAY0018352,O0018352,2025-08-10 06:15:08,NetBanking,2868.04,Paid
PAY0018353,O0018353,2026-02-01 06:06:32,UPI,285.74,Pending
PAY0018354,O0018354,2026-07-22 17:49:48,COD,2381.66,Paid
PAY0018355,O0018355,2024-12-18 13:19:38,Card,1071.51,Paid
PAY0018356,O0018356,2025-01-11 12:37:44,Wallet,1305.64,Paid
PAY0018357,O0018357,2026-05-24 17:05:49,Card,150.31,Paid
PAY0018358,O0018358,2024-06-11 15:44:56,COD,4292.45,Paid
PAY0018359,O0018359,2024-10-11 22:38:52,Wallet,1695.18,Paid
PAY0018360,O0018360,2025-03-23 07:37:05,Wallet,1484.25,Paid
PAY0018361,O0018361,2025-09-22 23:18:32,Wallet,1101.1,Paid
PAY0018362,O0018362,2026-07-22 05:50:46,Card,1250.66,Paid
PAY0018363,O0018363,2025-09-16 09:52:44,Wallet,222.6,Paid
PAY0018364,O0018364,2024-12-26 02:06:18,Wallet,3850.9,Paid
PAY0018365,O0018365,2024-03-18 20:43:56,Wallet,1456.73,Paid
PAY0018366,O0018366,2025-01-10 15:32:33,UPI,3577.44,Paid
PAY0018367,O0018367,2026-01-03 16:28:02,Card,1197.37,Paid
PAY0018368,O0018368,2025-06-23 20:42:22,UPI,3166.29,Paid
PAY0018369,O0018369,2024-05-08 18:56:54,NetBanking,2263.91,Paid
PAY0018370,O0018370,2024-04-04 16:52:17,Card,1094.6,Paid
PAY0018371,O0018371,2026-06-21 14:57:59,COD,6829.45,Paid
PAY0018372,O0018372,2026-07-03 17:07:39,NetBanking,857.18,Paid
PAY0018373,O0018373,2025-05-10 06:12:32,COD,890.55,Paid
PAY0018374,O0018374,2026-04-15 03:13:01,Card,3787.3,Paid
PAY0018375,O0018375,2024-11-06 16:54:09,Card,1462.54,Failed
PAY0018376,O0018376,2026-08-23 02:00:35,Wallet,374.95,Paid
PAY0018377,O0018377,2024-08-09 05:21:35,NetBanking,2410.41,Paid
PAY0018378,O0018378,2026-08-29 04:28:59,Wallet,2433.55,Paid
PAY0018379,O0018379,2026-05-23 09:36:22,UPI,532.4,Paid
PAY0018380,O0018380,2025-01-20 02:09:31,NetBanking,1275.87,Paid
PAY0018381,O0018381,2025-07-27 15:43:13,UPI,138.18,Paid
PAY0018382,O0018382,2025-02-19 00:58:46,Wallet,287.62,Paid
PAY0018383,O0018383,2025-08-18 04:19:57,COD,1021.32,Paid
PAY0018384,O0018384,2024-04-16 08:08:31,Card,2809.08,Paid
PAY0018385,O0018385,2025-05-24 23:05:12,COD,4643.59,Paid
PAY0018386,O0018386,2026-05-02 20:34:58,COD,921.75,Paid
PAY0018387,O0018387,2024-03-29 09:56:08,Wallet,4684.08,Paid
PAY0018388,O0018388,2026-07-03 03:07:49,COD,481.11,Pending
PAY0018389,O0018389,2024-07-28 11:10:16,UPI,528.48,Paid
PAY0018390,O0018390,2026-05-07 16:28:02,Wallet,951.26,Pending
PAY0018391,O0018391,2025-01-01 08:30:01,COD,2503.19,Paid
PAY0018392,O0018392,2025-09-03 13:22:34,UPI,3801.41,Paid
PAY0018393,O0018393,2026-02-25 10:38:07,COD,3264.92,Paid
PAY0018394,O0018394,2025-02-18 15:21:06,Card,965.48,Paid
PAY0018395,O0018395,2026-02-26 02:19:18,UPI,1300.04,Paid
PAY0018396,O0018396,2026-08-28 11:35:26,Wallet,2591.26,Failed
PAY0018397,O0018397,2024-05-25 13:51:55,UPI,1998.58,Paid
PAY0018398,O0018398,2024-05-15 17:53:44,UPI,2555.98,Paid
PAY0018399,O0018399,2024-11-23 20:24:35,UPI,1837.61,Paid
PAY0018400,O0018400,2025-11-08 00:03:12,UPI,1083.51,Paid
PAY0018401,O0018401,2024-04-13 07:31:55,COD,421.55,Paid
PAY0018402,O0018402,2024-06-23 02:35:06,Wallet,456.64,Paid
PAY0018403,O0018403,2025-06-03 14:54:14,NetBanking,1123.75,Paid
PAY0018404,O0018404,2025-08-14 03:48:57,Card,2320.33,Paid
PAY0018405,O0018405,2026-08-19 23:42:02,Wallet,1093.25,Paid
PAY0018406,O0018406,2025-10-01 13:09:59,Wallet,4105.66,Paid
PAY0018407,O0018407,2026-08-25 01:08:29,Wallet,1124.08,Paid
PAY0018408,O0018408,2025-11-10 15:26:45,Card,3153.86,Paid
PAY0018409,O0018409,2024-05-28 07:00:34,COD,2207.51,Paid
PAY0018410,O0018410,2024-10-13 01:34:42,UPI,817.86,Paid
PAY0018411,O0018411,2024-07-01 13:58:22,Card,3507.02,Paid
PAY0018412,O0018412,2025-06-04 02:57:53,NetBanking,1831.23,Paid
PAY0018413,O0018413,2024-08-01 23:45:58,NetBanking,665.99,Paid
PAY0018414,O0018414,2025-10-21 19:34:28,Wallet,1888.41,Pending
PAY0018415,O0018415,2026-04-13 23:13:36,Wallet,550.7,Paid
PAY0018416,O0018416,2024-10-31 07:43:17,UPI,581.56,Failed
PAY0018417,O0018417,2024-08-03 05:51:16,NetBanking,322.84,Paid
PAY0018418,O0018418,2026-06-05 15:43:33,NetBanking,525.28,Paid
PAY0018419,O0018419,2026-05-08 05:32:11,Wallet,2058.85,Pending
PAY0018420,O0018420,2025-09-10 06:58:14,NetBanking,2797.16,Paid
PAY0018421,O0018421,2026-04-22 15:22:36,Card,1707.88,Paid
PAY0018422,O0018422,2024-11-30 08:32:20,Card,1599.43,Paid
PAY0018423,O0018423,2025-02-27 21:37:01,Card,886.21,Paid
PAY0018424,O0018424,2024-11-21 04:41:13,UPI,5512.62,Pending
PAY0018425,O0018425,2024-10-20 16:13:37,NetBanking,379.01,Paid
PAY0018426,O0018426,2024-04-12 03:18:20,Wallet,708.5,Paid
PAY0018427,O0018427,2025-10-22 06:05:39,NetBanking,1005.2,Paid
PAY0018428,O0018428,2024-03-20 06:20:38,NetBanking,530.3,Failed
PAY0018429,O0018429,2026-03-27 22:41:17,NetBanking,2273.32,Paid
PAY0018430,O0018430,2025-10-29 22:52:36,Card,1389.16,Paid
PAY0018431,O0018431,2026-02-28 07:04:28,UPI,1266.55,Paid
PAY0018432,O0018432,2025-05-22 11:00:44,NetBanking,1514.71,Paid
PAY0018433,O0018433,2025-05-19 23:08:43,Card,3366.56,Paid
PAY0018434,O0018434,2025-10-04 05:22:26,COD,1456.73,Paid
PAY0018435,O0018435,2026-04-22 11:32:51,UPI,3608.25,Paid
PAY0018436,O0018436,2026-06-30 07:20:39,COD,5766.05,Failed
PAY0018437,O0018437,2024-04-01 03:47:06,Card,791.62,Paid
PAY0018438,O0018438,2024-08-11 01:18:20,UPI,1287.19,Paid
PAY0018439,O0018439,2025-10-20 16:26:24,NetBanking,3050.36,Paid
PAY0018440,O0018440,2026-06-29 17:20:09,COD,440.06,Paid
PAY0018441,O0018441,2025-12-27 23:52:53,Wallet,1602.59,Paid
PAY0018442,O0018442,2026-01-03 20:32:37,NetBanking,4410.19,Paid
PAY0018443,O0018443,2026-04-26 14:38:17,COD,1076.26,Paid
PAY0018444,O0018444,2024-04-23 13:28:07,Wallet,3864.42,Paid
PAY0018445,O0018445,2024-04-29 03:44:00,Card,2430.83,Paid
PAY0018446,O0018446,2025-02-03 10:19:26,Wallet,803.62,Paid
PAY0018447,O0018447,2024-04-06 08:32:57,Wallet,2547.21,Failed
PAY0018448,O0018448,2026-07-26 20:20:01,NetBanking,1029.13,Paid
PAY0018449,O0018449,2026-07-29 12:41:27,Card,1583.06,Paid
PAY0018450,O0018450,2026-08-01 04:23:20,UPI,2435.31,Paid
PAY0018451,O0018451,2026-07-02 17:29:43,UPI,527.45,Paid
PAY0018452,O0018452,2025-11-24 05:41:24,UPI,1469.09,Paid
PAY0018453,O0018453,2026-05-25 08:39:27,Wallet,1992.81,Pending
PAY0018454,O0018454,2026-03-17 19:41:32,COD,2420.02,Paid
PAY0018455,O0018455,2024-03-07 17:57:11,COD,1862.25,Paid
PAY0018456,O0018456,2024-03-31 16:40:39,UPI,2426.52,Paid
PAY0018457,O0018457,2025-01-12 20:16:35,NetBanking,4082.75,Paid
PAY0018458,O0018458,2026-05-17 17:22:24,COD,1247.72,Failed
PAY0018459,O0018459,2024-10-08 21:46:54,NetBanking,334.18,Paid
PAY0018460,O0018460,2025-12-11 12:51:44,Card,2276.96,Paid
PAY0018461,O0018461,2025-11-27 16:23:40,COD,2420.64,Paid
PAY0018462,O0018462,2025-12-09 02:22:48,Wallet,365.86,Paid
PAY0018463,O0018463,2025-12-07 17:43:19,COD,1600.97,Paid
PAY0018464,O0018464,2024-10-06 17:45:27,UPI,511.64,Paid
PAY0018465,O0018465,2025-07-28 20:26:53,UPI,1170.79,Pending
PAY0018466,O0018466,2024-02-12 09:05:10,Card,1757.75,Paid
PAY0018467,O0018467,2026-01-09 17:55:06,UPI,1535.52,Paid
PAY0018468,O0018468,2025-11-10 20:33:35,COD,3288.91,Paid
PAY0018469,O0018469,2024-08-31 18:55:54,Wallet,4274.58,Paid
PAY0018470,O0018470,2024-06-12 13:31:30,Card,4967.77,Paid
PAY0018471,O0018471,2024-09-16 07:32:03,NetBanking,620.98,Paid
PAY0018472,O0018472,2026-04-08 12:49:10,COD,3804.72,Paid
PAY0018473,O0018473,2025-02-07 13:26:33,UPI,1063.34,Paid
PAY0018474,O0018474,2025-12-14 03:45:07,COD,2089.42,Paid
PAY0018475,O0018475,2026-03-29 10:24:48,UPI,740.25,Paid
PAY0018476,O0018476,2026-08-11 02:34:05,Wallet,1392.26,Paid
PAY0018477,O0018477,2024-01-12 16:25:13,Card,1608.66,Paid
PAY0018478,O0018478,2024-11-11 19:57:13,UPI,587.27,Paid
PAY0018479,O0018479,2025-02-18 22:43:43,Wallet,4807.67,Paid
PAY0018480,O0018480,2025-12-12 14:09:21,COD,2775.87,Paid
PAY0018481,O0018481,2025-09-05 03:49:05,UPI,881.27,Paid
PAY0018482,O0018482,2025-01-16 19:17:13,UPI,4556.5,Paid
PAY0018483,O0018483,2026-04-21 06:02:41,Card,122.88,Paid
PAY0018484,O0018484,2025-10-26 03:42:18,Card,1680.87,Paid
PAY0018485,O0018485,2026-05-04 02:30:28,COD,3972.12,Paid
PAY0018486,O0018486,2026-07-13 22:41:50,COD,2855.93,Paid
PAY0018487,O0018487,2025-01-26 01:17:08,Wallet,7502.34,Paid
PAY0018488,O0018488,2025-07-10 13:14:21,Wallet,1270.87,Paid
PAY0018489,O0018489,2025-04-21 13:06:49,UPI,2050.4,Paid
PAY0018490,O0018490,2024-10-11 06:30:35,Wallet,912.65,Paid
PAY0018491,O0018491,2024-11-20 22:25:21,Wallet,1890.53,Paid
PAY0018492,O0018492,2025-06-19 20:49:40,COD,1027.15,Paid
PAY0018493,O0018493,2026-04-17 12:56:01,Wallet,655.79,Pending
PAY0018494,O0018494,2024-05-09 13:48:26,COD,2749.6,Paid
PAY0018495,O0018495,2025-11-05 18:26:59,Wallet,7896.09,Paid
PAY0018496,O0018496,2024-08-07 03:11:42,COD,2734.64,Paid
PAY0018497,O0018497,2024-06-04 02:26:10,Wallet,585.18,Paid
PAY0018498,O0018498,2024-01-26 02:26:10,Wallet,286.41,Failed
PAY0018499,O0018499,2024-09-08 16:22:18,Card,3804.06,Paid
PAY0018500,O0018500,2026-05-22 06:00:57,Card,329.88,Paid
PAY0018501,O0018501,2025-03-20 06:20:54,Card,2279.12,Paid
PAY0018502,O0018502,2024-12-12 21:57:10,Card,783.27,Paid
PAY0018503,O0018503,2025-04-21 05:05:04,NetBanking,665.49,Paid
PAY0018504,O0018504,2025-03-22 10:31:26,UPI,5052.16,Paid
PAY0018505,O0018505,2024-04-01 00:22:14,Wallet,544.21,Paid
PAY0018506,O0018506,2024-01-11 23:45:56,NetBanking,2762.39,Paid
PAY0018507,O0018507,2024-11-24 10:34:20,COD,543.46,Paid
PAY0018508,O0018508,2024-03-14 18:40:01,Card,950.83,Paid
PAY0018509,O0018509,2026-05-28 07:11:49,Wallet,1233.96,Paid
PAY0018510,O0018510,2026-07-04 12:54:23,UPI,257.56,Paid
PAY0018511,O0018511,2025-06-29 19:13:52,Wallet,305.03,Paid
PAY0018512,O0018512,2025-05-29 04:22:04,Card,5938.92,Pending
PAY0018513,O0018513,2024-07-01 02:16:43,UPI,1795.91,Paid
PAY0018514,O0018514,2024-12-26 03:32:50,UPI,3351.11,Paid
PAY0018515,O0018515,2025-03-01 19:00:04,COD,344.12,Paid
PAY0018516,O0018516,2026-08-18 05:17:17,Card,435.78,Pending
PAY0018517,O0018517,2025-09-22 12:38:09,Card,4292.15,Paid
PAY0018518,O0018518,2024-11-21 08:32:37,NetBanking,1594.44,Pending
PAY0018519,O0018519,2024-07-19 13:58:20,UPI,943.99,Paid
PAY0018520,O0018520,2026-02-13 05:47:15,UPI,957.62,Paid
PAY0018521,O0018521,2024-04-12 12:26:56,Wallet,1629.14,Paid
PAY0018522,O0018522,2024-01-24 11:10:47,COD,631.79,Paid
PAY0018523,O0018523,2024-09-19 01:03:59,UPI,1300.21,Paid
PAY0018524,O0018524,2024-01-14 08:59:17,UPI,1567.15,Paid
PAY0018525,O0018525,2024-11-26 14:19:46,Card,1293.71,Paid
PAY0018526,O0018526,2024-08-10 08:48:23,NetBanking,2912.75,Paid
PAY0018527,O0018527,2024-02-29 14:35:48,NetBanking,2975.43,Paid
PAY0018528,O0018528,2024-09-28 23:08:12,Card,353.75,Paid
PAY0018529,O0018529,2025-12-21 04:43:51,Card,164.16,Paid
PAY0018530,O0018530,2026-05-26 17:31:30,UPI,764.46,Paid
PAY0018531,O0018531,2026-05-17 07:15:07,Wallet,1721.2,Paid
PAY0018532,O0018532,2024-02-12 17:56:14,Card,1009.8,Paid
PAY0018533,O0018533,2025-04-15 07:58:41,NetBanking,651.9,Paid
PAY0018534,O0018534,2024-06-10 02:57:58,Wallet,338.66,Paid
PAY0018535,O0018535,2025-07-16 15:11:48,NetBanking,1166.92,Paid
PAY0018536,O0018536,2024-09-21 01:08:58,Card,860.92,Paid
PAY0018537,O0018537,2024-05-01 22:27:01,COD,3342.48,Paid
PAY0018538,O0018538,2024-07-25 04:45:41,Card,5296.65,Paid
PAY0018539,O0018539,2025-02-06 07:53:39,UPI,2147.38,Paid
PAY0018540,O0018540,2024-12-16 01:18:30,NetBanking,790.38,Pending
PAY0018541,O0018541,2024-08-18 12:16:38,Wallet,5399.49,Paid
PAY0018542,O0018542,2025-02-13 06:46:53,NetBanking,549.72,Paid
PAY0018543,O0018543,2024-06-20 13:43:34,COD,2434.6,Paid
PAY0018544,O0018544,2025-03-08 18:17:32,NetBanking,584.8,Paid
PAY0018545,O0018545,2026-03-03 19:04:54,UPI,1423.8,Paid
PAY0018546,O0018546,2026-05-12 18:30:24,COD,699.16,Paid
PAY0018547,O0018547,2024-08-22 10:06:14,Card,2002.8,Paid
PAY0018548,O0018548,2024-03-09 11:49:11,NetBanking,1195.83,Paid
PAY0018549,O0018549,2025-08-13 02:37:08,Card,2709.65,Paid
PAY0018550,O0018550,2024-11-06 05:01:55,COD,2010.72,Paid
PAY0018551,O0018551,2025-02-18 05:57:13,Card,311.18,Paid
PAY0018552,O0018552,2026-01-02 06:31:37,Wallet,742.01,Paid
PAY0018553,O0018553,2025-03-28 06:51:39,COD,8108.43,Paid
PAY0018554,O0018554,2024-01-02 09:49:03,COD,1237.84,Paid
PAY0018555,O0018555,2026-08-25 12:32:12,NetBanking,1245.75,Paid
PAY0018556,O0018556,2024-02-14 06:15:32,UPI,2706.68,Paid
PAY0018557,O0018557,2024-05-14 05:41:40,NetBanking,948.29,Paid
PAY0018558,O0018558,2026-06-01 12:05:52,COD,1477.56,Paid
PAY0018559,O0018559,2024-03-30 13:23:39,Card,1196.74,Paid
PAY0018560,O0018560,2025-11-11 13:50:54,Card,1035.27,Paid
PAY0018561,O0018561,2024-11-11 21:53:23,COD,1364.0,Paid
PAY0018562,O0018562,2026-02-09 01:13:24,Card,1273.28,Paid
PAY0018563,O0018563,2025-06-01 20:09:53,COD,1947.72,Paid
PAY0018564,O0018564,2026-08-20 23:21:06,NetBanking,2585.82,Paid
PAY0018565,O0018565,2025-02-02 16:23:18,Card,4495.61,Paid
PAY0018566,O0018566,2024-09-20 22:16:06,Card,3413.01,Paid
PAY0018567,O0018567,2026-05-02 06:11:19,UPI,874.41,Paid
PAY0018568,O0018568,2025-12-02 11:10:48,COD,4013.0,Paid
PAY0018569,O0018569,2026-03-27 00:34:59,NetBanking,3133.65,Paid
PAY0018570,O0018570,2024-10-28 02:34:14,NetBanking,343.35,Paid
PAY0018571,O0018571,2024-05-27 12:09:05,UPI,579.45,Paid
PAY0018572,O0018572,2025-02-09 15:34:27,UPI,3883.42,Paid
PAY0018573,O0018573,2024-11-06 23:52:35,Wallet,900.56,Paid
PAY0018574,O0018574,2024-09-11 04:00:53,NetBanking,3028.02,Paid
PAY0018575,O0018575,2025-02-10 04:25:18,COD,3994.85,Paid
PAY0018576,O0018576,2026-03-18 20:40:37,UPI,1767.87,Paid
PAY0018577,O0018577,2025-02-18 04:10:34,Wallet,2026.71,Paid
PAY0018578,O0018578,2025-07-13 00:46:56,Wallet,170.12,Failed
PAY0018579,O0018579,2025-03-16 02:56:57,Card,1171.54,Paid
PAY0018580,O0018580,2025-07-28 05:50:54,UPI,3156.97,Pending
PAY0018581,O0018581,2026-05-24 05:14:04,COD,1026.14,Paid
PAY0018582,O0018582,2026-02-25 17:11:05,Wallet,1161.14,Paid
PAY0018583,O0018583,2025-02-11 04:10:33,COD,557.73,Paid
PAY0018584,O0018584,2024-08-17 10:14:13,NetBanking,2745.83,Paid
PAY0018585,O0018585,2024-01-24 07:11:59,UPI,887.64,Paid
PAY0018586,O0018586,2024-12-17 13:10:33,Card,1246.57,Paid
PAY0018587,O0018587,2024-06-21 05:27:37,Card,289.17,Failed
PAY0018588,O0018588,2025-04-06 20:28:22,Wallet,1651.44,Paid
PAY0018589,O0018589,2024-12-13 08:44:01,Wallet,3277.53,Paid
PAY0018590,O0018590,2025-08-09 15:05:36,Wallet,719.15,Paid
PAY0018591,O0018591,2025-05-03 14:25:10,NetBanking,5455.61,Paid
PAY0018592,O0018592,2024-04-01 15:22:54,Card,2710.71,Paid
PAY0018593,O0018593,2025-08-26 10:35:49,COD,3191.04,Paid
PAY0018594,O0018594,2025-01-06 05:53:52,UPI,917.18,Paid
PAY0018595,O0018595,2024-11-03 04:47:18,Wallet,1443.54,Paid
PAY0018596,O0018596,2026-07-28 10:09:03,UPI,1235.5,Paid
PAY0018597,O0018597,2024-09-14 12:12:53,NetBanking,1321.16,Paid
PAY0018598,O0018598,2025-10-16 12:20:45,Wallet,1259.54,Paid
PAY0018599,O0018599,2024-03-06 07:02:46,NetBanking,1391.6,Paid
PAY0018600,O0018600,2025-02-14 16:34:33,UPI,5630.18,Paid
PAY0018601,O0018601,2024-02-19 09:37:30,UPI,1497.77,Paid
PAY0018602,O0018602,2025-12-14 03:00:12,Card,635.69,Paid
PAY0018603,O0018603,2024-07-19 21:01:36,Card,493.12,Paid
PAY0018604,O0018604,2025-02-17 06:02:38,NetBanking,311.76,Paid
PAY0018605,O0018605,2026-05-31 21:12:16,UPI,2611.12,Paid
PAY0018606,O0018606,2025-04-14 17:20:05,UPI,908.82,Paid
PAY0018607,O0018607,2024-11-22 11:56:42,Card,3212.07,Paid
