return_id,order_id,product_id,return_reason,refund_amount,return_date
R002954,O0029065,P0045,Wrong Item,1149.32,2024-01-19
R002955,O0029076,P1011,Changed Mind,2364.41,2025-10-22
R002956,O0029097,P0455,Wrong Item,936.56,2024-01-24
R002957,O0029097,P0624,Wrong Item,918.6,2024-01-26
R002958,O0029103,P1366,Late Delivery,146.58,2024-03-04
R002959,O0029105,P0669,Changed Mind,2577.19,2025-08-07
R002960,O0029127,P0153,Wrong Item,1153.94,2024-12-26
R002961,O0029127,P0156,Late Delivery,711.47,2024-12-18
R002962,O0029145,P0395,Late Delivery,1026.38,2025-07-06
R002963,O0029145,P0234,Defective,43.34,2025-06-29
R002964,O0029168,P0514,Late Delivery,98.97,2026-07-07
R002965,O0029170,P0134,Wrong Item,570.95,2025-02-04
R002966,O0029182,P1257,Defective,23.09,2024-01-17
R002967,O0029204,P1461,Defective,2019.67,2025-06-01
R002968,O0029224,P0804,Changed Mind,970.72,2024-03-07
R002969,O0029242,P0740,Defective,20.88,2025-07-04
R002970,O0029260,P1183,Changed Mind,285.26,2024-01-09
R002971,O0029260,P0918,Changed Mind,415.86,2024-01-21
R002972,O0029277,P0959,Late Delivery,473.42,2024-12-04
R002973,O0029277,P0708,Wrong Item,1132.97,2024-12-11
R002974,O0029278,P1032,Late Delivery,1123.57,2024-02-23
R002975,O0029298,P0203,Changed Mind,345.85,2025-09-05
R002976,O0029316,P1426,Late Delivery,169.73,2024-04-17
R002977,O0029328,P1247,Defective,1331.71,2024-04-10
R002978,O0029328,P0191,Wrong Item,1450.96,2024-04-09
R002979,O0029355,P0794,Wrong Item,2358.78,2024-09-24
R002980,O0029355,P1406,Wrong Item,2597.42,2024-09-13
R002981,O0029374,P0710,Changed Mind,685.07,2026-06-21
R002982,O0029391,P1422,Changed Mind,167.39,2026-04-10
R002983,O0029391,P1158,Defective,1137.08,2026-04-04
R002984,O0029391,P0258,Changed Mind,940.26,2026-04-08
R002985,O0029398,P0678,Defective,625.31,2024-02-24
R002986,O0029406,P0279,Changed Mind,885.82,2026-08-28
R002987,O0029423,P1270,Changed Mind,176.16,2024-06-16
R002988,O0029430,P0722,Late Delivery,1173.13,2024-03-18
R002989,O0029430,P0834,Defective,2778.61,2024-03-09
R002990,O0029430,P0305,Wrong Item,612.24,2024-03-09
R002991,O0029436,P0150,Defective,2287.95,2024-03-31
R002992,O0029451,P0020,Wrong Item,622.44,2024-02-28
R002993,O0029451,P0009,Defective,2270.49,2024-03-11
R002994,O0029459,P0447,Wrong Item,2838.61,2024-06-10
R002995,O0029495,P0463,Changed Mind,2939.37,2024-10-28
R002996,O0029520,P1155,Defective,1268.01,2024-11-22
R002997,O0029520,P1455,Defective,208.44,2024-11-18
R002998,O0029522,P1403,Changed Mind,1217.87,2024-11-30
R002999,O0029538,P1247,Defective,1329.6,2025-05-11
R003000,O0029538,P0193,Wrong Item,208.65,2025-05-20
R003001,O0029538,P1339,Changed Mind,953.72,2025-05-19
R003002,O0029538,P0666,Wrong Item,109.9,2025-05-11
R003003,O0029545,P0198,Changed Mind,934.99,2025-01-30
R003004,O0029545,P1401,Wrong Item,810.23,2025-02-04
R003005,O0029547,P1360,Wrong Item,3492.72,2025-04-23
R003006,O0029549,P0137,Wrong Item,1081.53,2025-03-09
R003007,O0029549,P1072,Defective,1173.13,2025-03-08
R003008,O0029559,P0823,Changed Mind,234.24,2025-07-01
R003009,O0029565,P0431,Wrong Item,1242.11,2024-03-15
R003010,O0029582,P0781,Defective,1106.99,2024-12-16
R003011,O0029582,P0622,Late Delivery,869.45,2024-12-06
R003012,O0029608,P1010,Wrong Item,58.88,2026-07-22
R003013,O0029608,P1249,Changed Mind,675.35,2026-07-16
R003014,O0029611,P0537,Defective,1166.96,2025-05-24
R003015,O0029611,P0135,Defective,277.74,2025-05-29
R003016,O0029624,P0010,Late Delivery,1265.33,2025-02-24
R003017,O0029631,P0441,Changed Mind,1158.37,2025-12-31
R003018,O0029651,P0043,Defective,2467.7,2024-09-20
R003019,O0029651,P1375,Defective,321.77,2024-09-18
R003020,O0029652,P0274,Late Delivery,1655.63,2025-12-05
R003021,O0029652,P0760,Late Delivery,2194.09,2025-11-29
R003022,O0029652,P1009,Late Delivery,1551.8,2025-12-03
R003023,O0029664,P0153,Late Delivery,992.3,2025-07-10
R003024,O0029668,P1451,Defective,150.03,2024-06-02
R003025,O0029668,P0586,Late Delivery,22.21,2024-06-02
R003026,O0029678,P0895,Wrong Item,1376.94,2025-08-21
R003027,O0029686,P0149,Wrong Item,979.59,2025-11-02
R003028,O0029705,P0559,Changed Mind,1761.93,2025-06-13
R003029,O0029714,P0082,Wrong Item,1050.44,2026-03-11
R003030,O0029714,P1425,Late Delivery,246.28,2026-03-04
R003031,O0029714,P0679,Late Delivery,816.9,2026-03-04
R003032,O0029723,P0058,Wrong Item,754.91,2026-06-29
R003033,O0029723,P1116,Changed Mind,1341.99,2026-06-23
R003034,O0029723,P0340,Defective,627.73,2026-07-05
R003035,O0029729,P0694,Changed Mind,100.46,2026-05-12
R003036,O0029791,P0639,Wrong Item,4065.34,2026-04-11
R003037,O0029798,P0899,Defective,525.3,2025-07-15
R003038,O0029811,P0469,Late Delivery,36.06,2024-11-19
R003039,O0029811,P0151,Late Delivery,1667.24,2024-12-04
R003040,O0029836,P0440,Defective,1888.42,2025-04-16
R003041,O0029846,P1375,Wrong Item,355.55,2024-07-24
R003042,O0029850,P0032,Late Delivery,2322.28,2025-10-15
R003043,O0029850,P0033,Defective,1078.45,2025-10-18
R003044,O0029873,P1124,Wrong Item,1038.61,2025-05-25
R003045,O0029873,P0030,Late Delivery,961.91,2025-05-22
R003046,O0029874,P0098,Changed Mind,1029.06,2024-05-02
R003047,O0029876,P0475,Defective,25.99,2025-10-26
R003048,O0029908,P0079,Wrong Item,5146.04,2024-03-01
R003049,O0029908,P1167,Changed Mind,2156.24,2024-02-29
R003050,O0029908,P0185,Wrong Item,685.78,2024-03-04
R003051,O0029908,P1285,Defective,507.31,2024-03-11
R003052,O0029917,P0388,Late Delivery,388.04,2025-09-24
R003053,O0029918,P0131,Changed Mind,1267.11,2026-06-05
R003054,O0029922,P1075,Wrong Item,1645.94,2025-07-18
R003055,O0029938,P0084,Defective,2742.84,2026-04-20
R003056,O0029938,P0894,Late Delivery,409.32,2026-04-19
R003057,O0029939,P1089,Changed Mind,1659.38,2024-12-29
R003058,O0029956,P0705,Wrong Item,1107.61,2026-06-21
R003059,O0029960,P0256,Wrong Item,1006.77,2024-09-12
R003060,O0029992,P0661,Defective,1163.12,2024-09-26
R003061,O0029994,P0350,Defective,2016.01,2025-03-13
R003062,O0030005,P1338,Wrong Item,1602.04,2025-10-22
R003063,O0030061,P0131,Defective,535.5,2026-05-11
R003064,O0030111,P1365,Wrong Item,1248.97,2025-04-17
R003065,O0030111,P1188,Changed Mind,598.41,2025-04-11
R003066,O0030115,P1308,Late Delivery,976.38,2024-01-22
R003067,O0030115,P1450,Changed Mind,120.2,2024-01-29
R003068,O0030116,P1301,Changed Mind,647.95,2025-08-12
R003069,O0030116,P0980,Changed Mind,649.56,2025-08-08
R003070,O0030116,P0066,Wrong Item,124.27,2025-08-05
R003071,O0030124,P0404,Wrong Item,478.4,2025-02-16
R003072,O0030158,P0374,Changed Mind,284.81,2024-07-12
R003073,O0030200,P0060,Wrong Item,1108.14,2024-11-20
R003074,O0030212,P0493,Changed Mind,651.21,2024-12-19
R003075,O0030212,P0108,Changed Mind,3348.75,2024-12-21
R003076,O0030246,P1441,Changed Mind,534.31,2025-03-30
R003077,O0030301,P1383,Wrong Item,938.99,2026-07-26
R003078,O0030301,P0154,Late Delivery,181.78,2026-07-25
R003079,O0030303,P0959,Late Delivery,507.44,2026-04-04
R003080,O0030303,P1456,Late Delivery,330.3,2026-03-31
R003081,O0030330,P0592,Wrong Item,258.02,2024-11-13
R003082,O0030339,P1344,Changed Mind,1218.26,2025-01-21
R003083,O0030339,P1425,Changed Mind,223.81,2025-01-30
R003084,O0030363,P0017,Late Delivery,166.79,2026-01-23
R003085,O0030374,P1177,Changed Mind,2303.7,2024-12-28
R003086,O0030374,P1273,Changed Mind,445.2,2025-01-09
R003087,O0030386,P1082,Late Delivery,345.42,2025-12-18
R003088,O0030389,P0874,Wrong Item,1199.88,2026-03-11
R003089,O0030401,P1354,Late Delivery,448.25,2026-03-13
R003090,O0030401,P0760,Defective,1158.28,2026-03-16
R003091,O0030401,P0169,Late Delivery,812.24,2026-03-03
R003092,O0030407,P0007,Wrong Item,276.54,2025-08-02
R003093,O0030407,P1406,Late Delivery,997.57,2025-08-07
R003094,O0030435,P1018,Defective,880.69,2025-02-14
R003095,O0030440,P0920,Changed Mind,544.96,2024-02-28
R003096,O0030448,P0553,Late Delivery,545.2,2026-07-19
R003097,O0030448,P0311,Changed Mind,1212.59,2026-07-20
R003098,O0030449,P0358,Defective,3614.44,2024-07-07
R003099,O0030450,P0209,Changed Mind,748.27,2025-01-23
R003100,O0030455,P0757,Late Delivery,2750.11,2026-04-17
R003101,O0030458,P1478,Wrong Item,2009.4,2026-06-28
R003102,O0030460,P1053,Defective,793.34,2026-01-15
R003103,O0030460,P1497,Late Delivery,674.24,2026-01-12
R003104,O0030473,P0100,Defective,308.49,2025-06-27
R003105,O0030477,P0688,Defective,1525.77,2024-10-23
R003106,O0030477,P0205,Late Delivery,822.53,2024-10-26
R003107,O0030487,P0680,Changed Mind,909.72,2024-07-04
R003108,O0030509,P1310,Late Delivery,399.75,2024-11-27
R003109,O0030509,P0614,Wrong Item,1062.0,2024-12-09
R003110,O0030525,P0674,Defective,712.45,2025-05-09
R003111,O0030540,P0142,Defective,214.32,2025-01-18
R003112,O0030569,P1494,Late Delivery,1731.62,2024-12-08
R003113,O0030577,P1050,Late Delivery,201.52,2024-06-06
R003114,O0030577,P1486,Changed Mind,198.5,2024-06-07
R003115,O0030589,P1121,Changed Mind,1161.55,2025-06-27
R003116,O0030621,P0720,Defective,484.95,2024-11-23
R003117,O0030621,P0954,Late Delivery,395.8,2024-11-13
R003118,O0030621,P0410,Changed Mind,1050.93,2024-11-23
R003119,O0030689,P0806,Changed Mind,719.3,2024-10-06
R003120,O0030711,P0494,Defective,608.57,2025-02-24
R003121,O0030713,P0651,Wrong Item,551.96,2025-11-05
R003122,O0030724,P0094,Changed Mind,199.76,2026-04-22
R003123,O0030724,P1132,Changed Mind,723.77,2026-04-13
R003124,O0030729,P0873,Late Delivery,1121.93,2025-07-12
R003125,O0030750,P0101,Wrong Item,87.95,2025-10-01
R003126,O0030750,P1358,Defective,1043.7,2025-10-10
R003127,O0030750,P0922,Changed Mind,591.07,2025-10-14
R003128,O0030760,P1186,Late Delivery,411.57,2026-06-14
R003129,O0030763,P0900,Wrong Item,824.54,2026-08-04
R003130,O0030768,P0742,Defective,2499.75,2025-07-02
R003131,O0030777,P1032,Wrong Item,892.72,2025-01-22
R003132,O0030777,P0574,Defective,1357.03,2025-01-28
R003133,O0030822,P1418,Changed Mind,1995.95,2026-08-13
R003134,O0030832,P0419,Defective,1377.98,2024-08-14
R003135,O0030832,P0569,Defective,1078.73,2024-08-09
R003136,O0030849,P0767,Changed Mind,50.05,2024-03-30
R003137,O0030849,P0696,Changed Mind,543.18,2024-03-20
R003138,O0030877,P1108,Defective,1117.47,2025-10-02
R003139,O0030901,P0244,Late Delivery,783.57,2025-03-12
R003140,O0030912,P0453,Wrong Item,951.94,2025-03-27
R003141,O0030912,P0645,Defective,2216.85,2025-03-28
R003142,O0030912,P1238,Changed Mind,734.55,2025-04-03
R003143,O0030913,P0430,Changed Mind,579.96,2024-02-20
R003144,O0030937,P0164,Defective,39.58,2026-01-03
R003145,O0030937,P1381,Defective,448.29,2026-01-11
R003146,O0030944,P1229,Wrong Item,2068.03,2024-02-28
R003147,O0030962,P0221,Late Delivery,2484.81,2025-07-25
R003148,O0030962,P1073,Late Delivery,2015.11,2025-08-05
R003149,O0030962,P0792,Changed Mind,454.03,2025-08-05
R003150,O0030970,P1161,Late Delivery,1212.7,2025-02-02
R003151,O0030970,P0141,Wrong Item,1031.14,2025-02-08
R003152,O0030994,P0691,Changed Mind,3098.27,2025-12-26
R003153,O0030994,P0982,Late Delivery,167.02,2025-12-29
R003154,O0031004,P0047,Late Delivery,916.47,2025-07-18
R003155,O0031004,P0363,Wrong Item,972.36,2025-07-19
R003156,O0031009,P0977,Wrong Item,443.21,2025-05-29
R003157,O0031009,P0774,Wrong Item,469.15,2025-06-02
R003158,O0031009,P0812,Wrong Item,987.84,2025-06-05
R003159,O0031010,P0313,Defective,1082.78,2024-10-31
R003160,O0031010,P0590,Late Delivery,1414.48,2024-10-29
R003161,O0031010,P1051,Wrong Item,171.39,2024-10-20
R003162,O0031035,P0150,Defective,703.29,2025-08-15
R003163,O0031067,P1213,Defective,1183.12,2024-02-17
R003164,O0031069,P1155,Defective,314.25,2026-01-15
R003165,O0031093,P0827,Changed Mind,875.71,2026-04-20
R003166,O0031093,P0856,Late Delivery,1928.92,2026-04-15
R003167,O0031095,P0023,Defective,1148.19,2026-05-19
R003168,O0031097,P0640,Changed Mind,55.53,2025-06-08
R003169,O0031111,P0193,Wrong Item,242.65,2026-08-21
R003170,O0031137,P0462,Defective,264.44,2024-11-13
R003171,O0031147,P0112,Late Delivery,186.81,2026-04-01
R003172,O0031193,P1084,Wrong Item,352.72,2026-06-05
R003173,O0031209,P0791,Changed Mind,716.7,2024-05-14
R003174,O0031218,P0098,Wrong Item,2437.7,2025-02-09
R003175,O0031218,P0626,Changed Mind,561.17,2025-01-28
R003176,O0031223,P1373,Wrong Item,572.91,2026-06-06
R003177,O0031234,P0533,Defective,2082.31,2024-07-02
R003178,O0031234,P0992,Wrong Item,730.94,2024-07-15
R003179,O0031260,P0363,Wrong Item,2180.58,2024-08-17
R003180,O0031260,P1446,Wrong Item,24.77,2024-08-27
R003181,O0031263,P0300,Changed Mind,965.71,2024-11-27
R003182,O0031291,P0525,Changed Mind,678.56,2024-06-01
R003183,O0031291,P0004,Changed Mind,924.71,2024-06-08
R003184,O0031325,P0137,Defective,550.41,2026-06-13
R003185,O0031325,P1455,Late Delivery,425.76,2026-05-28
R003186,O0031325,P0774,Defective,493.25,2026-06-03
R003187,O0031348,P0004,Defective,1761.94,2025-10-27
R003188,O0031348,P0019,Wrong Item,169.6,2025-10-26
R003189,O0031374,P1203,Changed Mind,3901.53,2025-02-04
R003190,O0031387,P0339,Wrong Item,2017.89,2025-09-01
R003191,O0031429,P0923,Late Delivery,869.98,2025-07-16
R003192,O0031432,P1041,Late Delivery,43.31,2025-06-13
R003193,O0031470,P0992,Defective,685.0,2025-03-06
R003194,O0031470,P1170,Wrong Item,788.67,2025-03-02
R003195,O0031478,P0516,Defective,128.84,2024-11-25
R003196,O0031478,P1420,Wrong Item,1052.59,2024-11-21
R003197,O0031489,P1185,Late Delivery,90.08,2025-02-24
R003198,O0031489,P0109,Defective,1281.99,2025-02-10
R003199,O0031497,P0631,Wrong Item,600.6,2026-05-16
R003200,O0031497,P1206,Wrong Item,689.76,2026-05-15
R003201,O0031501,P0115,Late Delivery,1449.07,2024-12-03
R003202,O0031505,P0770,Changed Mind,1954.62,2025-11-24
R003203,O0031510,P1208,Wrong Item,310.05,2026-09-03
R003204,O0031510,P1168,Defective,952.36,2026-08-31
R003205,O0031537,P0733,Defective,159.79,2024-07-05
R003206,O0031540,P0911,Changed Mind,408.93,2024-09-22
R003207,O0031561,P0522,Wrong Item,2515.24,2026-07-15
R003208,O0031626,P1274,Changed Mind,2334.37,2025-08-27
R003209,O0031633,P1471,Changed Mind,945.89,2024-11-30
R003210,O0031633,P0406,Changed Mind,153.97,2024-11-29
R003211,O0031635,P0782,Late Delivery,1172.71,2026-07-10
R003212,O0031635,P0465,Wrong Item,1063.94,2026-07-22
R003213,O0031654,P0481,Wrong Item,234.06,2025-04-22
R003214,O0031699,P0382,Late Delivery,634.94,2026-02-20
R003215,O0031728,P0402,Defective,1259.81,2024-08-27
R003216,O0031728,P0354,Late Delivery,2068.56,2024-09-11
R003217,O0031728,P1469,Late Delivery,3319.18,2024-09-13
R003218,O0031764,P1263,Defective,1022.66,2024-07-07
R003219,O0031769,P1241,Wrong Item,41.66,2025-11-11
R003220,O0031769,P1492,Changed Mind,478.67,2025-11-05
R003221,O0031779,P1430,Changed Mind,32.15,2024-04-23
R003222,O0031789,P1346,Changed Mind,209.18,2024-12-07
R003223,O0031798,P0346,Defective,867.05,2026-02-11
R003224,O0031815,P0176,Wrong Item,1254.26,2025-02-09
R003225,O0031851,P0303,Defective,3050.21,2025-11-30
R003226,O0031851,P0609,Changed Mind,950.6,2025-12-09
R003227,O0031851,P0153,Defective,1222.65,2025-11-24
R003228,O0031877,P0429,Wrong Item,964.41,2026-01-24
R003229,O0031881,P0918,Late Delivery,1164.52,2024-09-18
R003230,O0031883,P0234,Wrong Item,42.01,2024-11-16
R003231,O0031883,P0938,Late Delivery,736.58,2024-11-22
R003232,O0031906,P1106,Defective,1018.57,2026-05-17
R003233,O0031910,P1108,Changed Mind,1164.45,2025-09-05
R003234,O0031917,P0504,Wrong Item,1359.3,2026-05-06
R003235,O0031931,P1051,Defective,188.19,2025-09-04
R003236,O0031931,P1295,Late Delivery,3129.08,2025-09-15
R003237,O0031941,P1240,Late Delivery,419.49,2025-03-31
R003238,O0031943,P1353,Defective,1156.95,2026-05-09
R003239,O0031950,P0636,Wrong Item,1239.99,2025-04-01
R003240,O0031950,P1436,Wrong Item,744.09,2025-03-29
R003241,O0031957,P1191,Changed Mind,1229.57,2026-04-14
R003242,O0031970,P0849,Changed Mind,399.09,2026-06-08
R003243,O0031972,P1308,Defective,1089.3,2025-07-10
R003244,O0031973,P1343,Late Delivery,667.07,2025-10-11
R003245,O0031974,P0426,Changed Mind,278.21,2025-01-31
R003246,O0031974,P0026,Wrong Item,1076.13,2025-01-26
R003247,O0031991,P0527,Changed Mind,330.07,2024-12-15
R003248,O0031991,P1340,Changed Mind,153.48,2024-12-21
R003249,O0032006,P0846,Changed Mind,171.47,2026-04-14
R003250,O0032049,P0965,Late Delivery,364.62,2024-08-22
R003251,O0032049,P0979,Late Delivery,1168.42,2024-08-22
R003252,O0032078,P0058,Wrong Item,806.29,2026-06-30
R003253,O0032078,P0641,Changed Mind,2098.2,2026-07-11
R003254,O0032081,P0843,Wrong Item,1069.91,2026-06-27
R003255,O0032104,P0249,Wrong Item,880.08,2025-09-30
R003256,O0032104,P0704,Changed Mind,535.33,2025-09-26
R003257,O0032107,P1093,Wrong Item,612.82,2025-08-17
R003258,O0032107,P1236,Changed Mind,112.38,2025-08-28
R003259,O0032116,P1329,Defective,691.44,2024-05-18
R003260,O0032125,P0220,Defective,1704.72,2024-04-14
R003261,O0032125,P0655,Late Delivery,3994.99,2024-03-30
R003262,O0032133,P0321,Defective,1139.01,2024-11-12
R003263,O0032133,P0884,Late Delivery,218.08,2024-11-12
R003264,O0032151,P0501,Changed Mind,118.35,2025-02-02
R003265,O0032151,P0664,Changed Mind,395.55,2025-02-09
R003266,O0032188,P0268,Late Delivery,145.51,2024-07-10
R003267,O0032190,P0827,Late Delivery,772.09,2024-06-08
R003268,O0032232,P1187,Wrong Item,976.78,2025-01-06
R003269,O0032235,P1318,Defective,2042.51,2025-03-23
R003270,O0032285,P1339,Defective,999.17,2025-02-08
R003271,O0032285,P0498,Changed Mind,36.51,2025-02-01
R003272,O0032285,P0359,Defective,273.94,2025-02-18
R003273,O0032290,P1477,Changed Mind,2174.08,2025-02-04
R003274,O0032305,P0608,Defective,74.6,2024-07-12
R003275,O0032305,P0089,Late Delivery,873.39,2024-06-29
R003276,O0032320,P0657,Wrong Item,683.05,2025-08-17
R003277,O0032320,P0659,Wrong Item,1249.43,2025-08-15
R003278,O0032320,P0302,Wrong Item,4041.36,2025-08-29
R003279,O0032326,P0652,Defective,170.67,2026-04-14
R003280,O0032326,P0739,Changed Mind,187.55,2026-04-05
R003281,O0032351,P1182,Defective,852.18,2026-09-12
R003282,O0032391,P0231,Defective,3624.5,2024-03-18
R003283,O0032397,P0126,Wrong Item,54.08,2025-01-27
R003284,O0032411,P0702,Late Delivery,1312.88,2024-08-09
R003285,O0032411,P1071,Wrong Item,433.36,2024-08-09
R003286,O0032411,P0441,Wrong Item,1050.96,2024-08-12
R003287,O0032429,P0759,Wrong Item,2328.88,2024-01-27
R003288,O0032429,P1004,Wrong Item,1025.66,2024-01-14
R003289,O0032429,P1285,Defective,474.23,2024-01-22
R003290,O0032455,P0709,Wrong Item,931.28,2024-08-14
R003291,O0032455,P0638,Changed Mind,1149.83,2024-08-27
R003292,O0032455,P0326,Defective,743.77,2024-08-29
R003293,O0032462,P0318,Late Delivery,464.77,2024-09-12
R003294,O0032464,P0803,Defective,220.99,2026-05-04
R003295,O0032495,P1222,Late Delivery,950.15,2024-04-21
R003296,O0032506,P0385,Defective,623.08,2024-04-18
R003297,O0032512,P0497,Changed Mind,1266.79,2024-07-21
R003298,O0032512,P0621,Late Delivery,2703.99,2024-07-24
R003299,O0032512,P0718,Wrong Item,228.08,2024-07-17
R003300,O0032544,P0689,Changed Mind,5038.49,2024-05-27
R003301,O0032544,P0828,Changed Mind,585.09,2024-05-23
R003302,O0032551,P0608,Defective,35.6,2024-11-12
R003303,O0032561,P1010,Defective,61.82,2024-12-18
R003304,O0032561,P1391,Defective,880.2,2024-12-19
R003305,O0032561,P1372,Wrong Item,1373.68,2024-12-18
R003306,O0032591,P1094,Defective,1223.39,2025-02-08
R003307,O0032591,P1024,Late Delivery,1309.65,2025-02-06
R003308,O0032592,P1056,Late Delivery,313.06,2025-06-16
R003309,O0032593,P0799,Changed Mind,1505.36,2024-04-02
R003310,O0032594,P0204,Changed Mind,426.81,2026-02-11
R003311,O0032613,P0803,Defective,235.27,2025-11-12
R003312,O0032623,P0705,Changed Mind,597.08,2026-05-23
R003313,O0032623,P1329,Defective,641.75,2026-05-19
R003314,O0032623,P0621,Defective,1162.53,2026-05-30
R003315,O0032626,P1487,Wrong Item,791.19,2025-09-03
R003316,O0032665,P0815,Late Delivery,2122.56,2025-10-21
R003317,O0032665,P1184,Late Delivery,3321.18,2025-10-26
R003318,O0032674,P0097,Defective,1255.78,2026-03-17
R003319,O0032681,P1208,Wrong Item,158.1,2024-11-16
R003320,O0032690,P1244,Changed Mind,2411.87,2026-04-30
R003321,O0032690,P0086,Defective,601.7,2026-05-06
R003322,O0032697,P0648,Defective,145.37,2024-06-25
R003323,O0032697,P1294,Wrong Item,743.43,2024-07-04
R003324,O0032702,P1288,Defective,2226.97,2026-06-01
R003325,O0032706,P0082,Changed Mind,904.31,2025-10-14
R003326,O0032706,P1141,Changed Mind,618.05,2025-10-15
R003327,O0032728,P1121,Wrong Item,2368.35,2025-03-16
R003328,O0032742,P0108,Wrong Item,1146.73,2024-12-18
R003329,O0032742,P0187,Wrong Item,229.98,2024-12-20
R003330,O0032743,P1212,Wrong Item,584.37,2024-06-08
R003331,O0032756,P0841,Changed Mind,1042.62,2026-03-26
R003332,O0032762,P0140,Defective,3378.31,2025-12-15
R003333,O0032770,P0233,Late Delivery,570.7,2026-06-25
R003334,O0032770,P0638,Late Delivery,1151.19,2026-06-18
R003335,O0032801,P0860,Defective,50.27,2024-04-30
R003336,O0032810,P0382,Wrong Item,950.7,2026-04-24
R003337,O0032810,P0202,Defective,1065.67,2026-04-25
R003338,O0032810,P0577,Wrong Item,243.27,2026-05-06
R003339,O0032811,P0129,Wrong Item,1175.8,2024-07-30
R003340,O0032811,P0258,Wrong Item,961.31,2024-08-03
R003341,O0032814,P0820,Late Delivery,271.24,2024-01-25
R003342,O0032814,P0906,Changed Mind,613.27,2024-02-04
R003343,O0032816,P0028,Late Delivery,1340.34,2026-08-12
R003344,O0032816,P0514,Wrong Item,100.48,2026-08-20
R003345,O0032816,P0070,Wrong Item,1338.45,2026-08-16
R003346,O0032826,P0927,Defective,1213.15,2025-01-01
R003347,O0032826,P0983,Changed Mind,1134.46,2024-12-15
R003348,O0032865,P1369,Wrong Item,924.17,2026-01-25
R003349,O0032865,P1208,Wrong Item,174.93,2026-01-30
R003350,O0032874,P1041,Changed Mind,46.64,2024-02-23
R003351,O0032919,P0796,Late Delivery,753.98,2026-01-18
R003352,O0032919,P1249,Defective,770.16,2026-01-09
R003353,O0032924,P0482,Wrong Item,142.58,2026-07-29
R003354,O0032924,P0812,Changed Mind,2023.05,2026-07-29
R003355,O0032929,P0081,Wrong Item,155.22,2024-10-29
R003356,O0032929,P0368,Defective,959.57,2024-10-16
R003357,O0032929,P1404,Changed Mind,520.54,2024-10-23
R003358,O0032931,P0322,Defective,857.13,2025-01-03
R003359,O0032931,P1086,Changed Mind,713.56,2025-01-10
R003360,O0032937,P1118,Late Delivery,855.53,2025-12-19
R003361,O0032937,P0372,Changed Mind,967.07,2025-12-31
R003362,O0032957,P0305,Wrong Item,702.91,2026-01-29
R003363,O0032957,P1280,Changed Mind,103.47,2026-01-20
R003364,O0032959,P1383,Late Delivery,2933.21,2024-11-28
R003365,O0032959,P0561,Changed Mind,639.32,2024-12-08
R003366,O0033007,P0827,Wrong Item,245.63,2025-01-26
R003367,O0033007,P0291,Defective,530.76,2025-02-02
R003368,O0033031,P1341,Defective,937.52,2025-01-28
R003369,O0033042,P0332,Defective,1393.5,2025-03-28
R003370,O0033042,P0491,Late Delivery,750.43,2025-03-23
R003371,O0033054,P0750,Changed Mind,293.83,2025-02-15
R003372,O0033065,P0344,Changed Mind,2510.42,2024-12-14
R003373,O0033067,P0272,Changed Mind,1341.67,2024-06-29
R003374,O0033095,P0207,Wrong Item,2859.5,2024-05-14
R003375,O0033119,P0755,Defective,391.85,2025-06-19
R003376,O0033174,P0180,Wrong Item,948.43,2026-01-23
R003377,O0033179,P0796,Wrong Item,385.66,2025-06-24
R003378,O0033183,P0846,Late Delivery,289.91,2024-04-15
R003379,O0033199,P0726,Late Delivery,104.13,2025-11-27
R003380,O0033212,P1075,Changed Mind,760.04,2024-10-12
R003381,O0033223,P0058,Changed Mind,911.75,2024-06-26
R003382,O0033223,P0693,Late Delivery,2508.93,2024-07-09
R003383,O0033251,P1448,Late Delivery,1043.45,2026-06-19
R003384,O0033259,P0515,Defective,1338.86,2026-04-04
R003385,O0033263,P0560,Defective,930.76,2024-10-10
R003386,O0033311,P0873,Late Delivery,1251.87,2025-03-10
R003387,O0033311,P0117,Wrong Item,1386.64,2025-03-03
R003388,O0033311,P0529,Wrong Item,3378.72,2025-03-16
R003389,O0033317,P1190,Late Delivery,674.04,2025-09-04
R003390,O0033318,P0233,Defective,1017.06,2024-07-07
R003391,O0033318,P0217,Wrong Item,692.67,2024-06-30
R003392,O0033318,P1106,Changed Mind,226.05,2024-06-23
R003393,O0033369,P1091,Wrong Item,234.25,2025-11-09
R003394,O0033369,P0239,Changed Mind,694.6,2025-11-10
R003395,O0033369,P0293,Defective,592.66,2025-11-22
R003396,O0033374,P0031,Changed Mind,687.68,2025-06-10
R003397,O0033394,P0336,Wrong Item,34.15,2025-10-08
R003398,O0033414,P0248,Wrong Item,31.71,2026-09-05
R003399,O0033414,P0709,Wrong Item,885.71,2026-08-26
R003400,O0033425,P0149,Wrong Item,1679.03,2025-12-31
R003401,O0033448,P0644,Defective,557.01,2026-03-26
R003402,O0033448,P0405,Defective,413.77,2026-04-07
R003403,O0033468,P1462,Changed Mind,245.82,2024-01-16
R003404,O0033472,P0717,Defective,609.18,2025-04-13
R003405,O0033472,P0974,Defective,240.2,2025-04-16
R003406,O0033472,P1216,Defective,897.16,2025-04-20
R003407,O0033472,P0287,Late Delivery,2621.83,2025-04-20
R003408,O0033493,P0248,Wrong Item,28.15,2025-07-13
R003409,O0033497,P0276,Defective,926.83,2025-11-23
