order_id,customer_id,order_datetime,order_status,sales_channel,payment_method,item_count,gross_sales,net_sales,shipping_fee,order_total,delivery_days
O0027805,CUST14750,2025-11-26 12:12:09,Completed,Social,UPI,1,1607.42,1513.23,99,1612.23,6
O0027806,CUST13056,2024-06-22 17:30:19,Completed,Referral,COD,2,1280.55,1223.48,0,1223.48,4
O0027807,CUST04848,2026-03-25 20:13:25,Completed,Referral,NetBanking,2,4263.15,3596.53,49,3645.53,5
O0027808,CUST14734,2025-08-28 15:41:33,Completed,Email,NetBanking,1,1501.74,1501.74,79,1580.74,2
O0027809,CUST07765,2024-11-12 08:22:15,Completed,Social,UPI,2,487.68,432.85,0,432.85,6
O0027810,CUST05404,2025-09-06 15:56:28,Completed,Organic,COD,1,504.16,488.48,49,537.48,1
O0027811,CUST19634,2025-02-14 18:11:42,Completed,Organic,NetBanking,3,1137.32,1036.18,149,1185.18,2
O0027812,CUST04209,2025-03-22 06:45:56,Completed,Email,NetBanking,2,1123.54,1072.96,49,1121.96,4
O0027813,CUST24200,2024-04-11 01:31:13,Completed,Referral,UPI,1,112.68,98.74,0,98.74,4
O0027814,CUST11614,2024-06-23 07:27:24,Completed,Organic,COD,1,72.58,62.43,79,141.43,4
O0027815,CUST18488,2026-04-27 11:05:00,Completed,Organic,Card,3,1059.07,1017.5,99,1116.5,2
O0027816,CUST01625,2024-01-19 01:39:48,Completed,Email,NetBanking,4,1698.32,1569.72,149,1718.72,4
O0027817,CUST05280,2026-05-14 18:19:49,Completed,Organic,UPI,2,2213.7,1984.48,99,2083.48,4
O0027818,CUST19245,2024-02-11 13:22:42,Completed,Email,UPI,1,247.58,199.05,149,348.05,4
O0027819,CUST19599,2025-02-13 00:23:11,Completed,Organic,Card,1,1021.32,900.09,149,1049.09,4
O0027820,CUST11474,2024-11-11 01:29:07,Completed,Organic,UPI,2,262.03,252.39,0,252.39,4
O0027821,CUST02803,2024-12-23 11:06:26,Completed,Paid Search,NetBanking,1,727.47,642.28,99,741.28,3
O0027822,CUST16800,2026-05-06 22:09:44,Completed,Partner,NetBanking,1,883.77,818.81,49,867.81,7
O0027823,CUST24674,2026-02-02 18:54:25,Completed,Email,NetBanking,1,3848.85,3265.75,79,3344.75,1
O0027824,CUST15962,2025-07-23 22:19:16,Completed,Social,UPI,3,2799.74,2483.51,49,2532.51,6
O0027825,CUST07446,2024-03-24 20:53:02,Completed,Email,Card,1,90.36,86.31,149,235.31,4
O0027826,CUST06094,2024-04-11 08:22:18,Completed,Paid Search,COD,1,350.06,296.71,99,395.71,4
O0027827,CUST24496,2025-08-21 19:25:31,Completed,Paid Search,Wallet,1,696.98,598.15,79,677.15,6
O0027828,CUST09061,2025-01-02 14:24:01,Completed,Referral,UPI,4,1903.13,1667.11,99,1766.11,6
O0027829,CUST10733,2026-07-04 21:30:09,Completed,Partner,Wallet,4,2206.45,2032.96,149,2181.96,3
O0027830,CUST23974,2025-09-06 20:16:09,Completed,Email,UPI,2,4156.96,4005.38,79,4084.38,8
O0027831,CUST20200,2026-06-13 13:36:42,Completed,Organic,UPI,4,5229.59,4538.07,79,4617.07,2
O0027832,CUST09838,2024-09-11 05:42:45,Completed,Partner,COD,3,1678.26,1564.26,99,1663.26,5
O0027833,CUST16521,2025-06-02 12:48:04,Returned,Social,Card,1,1058.58,1001.52,99,1100.52,5
O0027834,CUST19192,2025-02-19 00:58:30,Completed,Social,COD,1,1830.9,1610.28,49,1659.28,1
O0027835,CUST20819,2024-04-30 09:04:39,Completed,Referral,Wallet,4,4766.42,4220.77,49,4269.77,7
O0027836,CUST12146,2026-08-03 00:57:00,Completed,Social,COD,2,2604.46,2242.76,79,2321.76,6
O0027837,CUST07068,2026-03-26 20:17:26,Completed,Paid Search,NetBanking,2,842.35,744.18,0,744.18,5
O0027838,CUST04599,2024-07-28 21:50:37,Completed,Referral,UPI,1,326.44,299.51,0,299.51,6
O0027839,CUST20429,2025-10-26 00:08:02,Completed,Paid Search,Wallet,3,2892.23,2688.97,0,2688.97,5
O0027840,CUST15663,2026-03-17 00:09:01,Completed,Social,NetBanking,1,933.01,867.51,49,916.51,4
O0027841,CUST17417,2024-05-14 07:35:10,Completed,Paid Search,NetBanking,2,647.59,605.72,49,654.72,1
O0027842,CUST01387,2025-02-21 03:52:25,Completed,Partner,COD,3,3469.68,2938.37,149,3087.37,6
O0027843,CUST18516,2026-03-17 06:13:51,Completed,Organic,Wallet,1,2171.31,2099.44,0,2099.44,3
O0027844,CUST18608,2025-04-11 21:22:25,Completed,Organic,UPI,1,550.13,503.26,99,602.26,5
O0027845,CUST23713,2024-05-30 07:50:31,Completed,Organic,Wallet,2,2525.88,2454.63,149,2603.63,7
O0027846,CUST24646,2025-07-10 23:01:12,Completed,Social,COD,3,2313.2,2078.17,99,2177.17,5
O0027847,CUST04196,2026-05-14 10:00:49,Completed,Paid Search,Card,1,449.65,391.74,49,440.74,1
O0027848,CUST09647,2026-06-19 17:04:44,Completed,Social,COD,2,261.23,228.6,0,228.6,2
O0027849,CUST04278,2026-01-27 18:08:20,Returned,Email,Card,1,442.94,408.08,99,507.08,7
O0027850,CUST05045,2025-03-26 21:17:47,Completed,Organic,NetBanking,2,2128.79,1784.56,99,1883.56,7
O0027851,CUST08005,2026-08-04 04:51:34,Cancelled,Organic,Wallet,4,5949.87,4736.62,0,4736.62,4
O0027852,CUST23210,2025-02-06 16:06:28,Cancelled,Referral,COD,1,1244.74,1176.03,0,1176.03,5
O0027853,CUST02409,2025-12-16 07:27:59,Completed,Email,NetBanking,1,1033.22,825.65,49,874.65,4
O0027854,CUST09122,2025-04-24 16:32:05,Completed,Paid Search,UPI,3,2760.33,2342.71,99,2441.71,4
O0027855,CUST21675,2025-09-19 13:00:34,Completed,Email,UPI,2,1924.01,1777.44,0,1777.44,1
O0027856,CUST02969,2024-01-01 22:57:15,Completed,Social,Card,1,836.34,805.23,79,884.23,3
O0027857,CUST05218,2024-02-15 04:56:38,Completed,Social,Card,4,1164.16,1021.4,49,1070.4,4
O0027858,CUST00183,2025-04-24 05:03:19,Completed,Partner,Wallet,1,530.58,438.52,79,517.52,3
O0027859,CUST04601,2024-01-29 23:16:11,Completed,Organic,Wallet,2,2441.18,2363.62,0,2363.62,4
O0027860,CUST13032,2024-07-08 15:12:05,Completed,Paid Search,COD,1,1246.48,1219.56,99,1318.56,6
O0027861,CUST00507,2024-03-04 22:32:04,Completed,Referral,Wallet,1,941.3,854.51,0,854.51,6
O0027862,CUST12968,2024-09-19 22:26:31,Completed,Partner,UPI,2,1956.95,1691.41,79,1770.41,4
O0027863,CUST14914,2024-03-11 12:41:39,Completed,Organic,NetBanking,1,919.64,884.88,49,933.88,1
O0027864,CUST20421,2025-11-14 16:13:44,Completed,Organic,COD,1,1059.59,964.33,149,1113.33,1
O0027865,CUST14466,2024-11-27 01:33:31,Completed,Partner,UPI,2,810.8,719.62,149,868.62,1
O0027866,CUST24943,2026-03-12 09:51:32,Completed,Paid Search,Card,2,3548.11,3522.72,79,3601.72,7
O0027867,CUST06256,2024-11-13 18:28:26,Completed,Partner,Wallet,1,4697.48,4106.54,99,4205.54,7
O0027868,CUST11865,2025-03-14 01:36:51,Completed,Social,Wallet,2,2316.54,2021.2,99,2120.2,6
O0027869,CUST01535,2025-05-10 17:15:00,Completed,Organic,Wallet,1,771.24,640.98,149,789.98,8
O0027870,CUST12557,2024-10-04 12:57:53,Returned,Paid Search,COD,3,4636.98,4377.8,99,4476.8,2
O0027871,CUST10740,2024-01-15 18:19:31,Completed,Social,Wallet,1,633.15,593.26,0,593.26,7
O0027872,CUST16756,2024-06-18 01:20:18,Pending,Social,Card,2,1675.26,1605.77,99,1704.77,5
O0027873,CUST05547,2024-11-14 05:14:07,Completed,Organic,NetBanking,5,6428.25,5374.67,0,5374.67,5
O0027874,CUST02865,2025-08-14 17:18:15,Completed,Referral,Card,2,1033.16,966.51,149,1115.51,6
O0027875,CUST04172,2024-12-26 06:38:47,Completed,Partner,Card,3,1215.97,1127.14,49,1176.14,3
O0027876,CUST02918,2024-12-08 23:28:01,Completed,Email,UPI,3,2942.6,2729.95,149,2878.95,1
O0027877,CUST13901,2024-12-24 04:28:51,Returned,Referral,Wallet,1,688.61,592.89,99,691.89,3
O0027878,CUST01445,2024-04-22 19:51:12,Completed,Email,UPI,1,1259.49,1259.49,149,1408.49,4
O0027879,CUST21323,2026-08-02 10:06:38,Completed,Paid Search,Card,1,609.33,524.08,99,623.08,5
O0027880,CUST22477,2025-08-17 17:12:12,Completed,Paid Search,UPI,1,740.76,649.42,49,698.42,7
O0027881,CUST23009,2025-07-14 19:02:41,Completed,Organic,Wallet,1,464.82,430.24,79,509.24,2
O0027882,CUST18740,2025-06-02 13:41:14,Returned,Partner,UPI,3,4302.48,3908.98,79,3987.98,1
O0027883,CUST22846,2024-06-28 08:40:58,Completed,Referral,COD,1,1515.8,1437.74,99,1536.74,5
O0027884,CUST12713,2025-08-08 11:04:09,Returned,Paid Search,NetBanking,2,3418.04,3071.55,149,3220.55,7
O0027885,CUST10429,2025-11-15 05:22:22,Completed,Social,Wallet,3,5181.74,4725.47,99,4824.47,7
O0027886,CUST11322,2025-02-21 14:17:20,Completed,Paid Search,Card,1,344.12,336.0,99,435.0,5
O0027887,CUST18030,2024-01-14 08:40:50,Completed,Partner,Card,1,478.9,456.2,99,555.2,1
O0027888,CUST03328,2025-08-16 14:40:56,Completed,Paid Search,NetBanking,2,1453.6,1201.71,0,1201.71,6
O0027889,CUST06417,2025-08-29 05:40:47,Completed,Organic,Wallet,1,26.31,24.02,149,173.02,5
O0027890,CUST14242,2024-04-30 01:54:48,Completed,Social,UPI,1,4040.61,3830.9,149,3979.9,3
O0027891,CUST06245,2026-06-24 05:15:26,Completed,Referral,UPI,2,3259.94,2896.66,99,2995.66,5
O0027892,CUST13323,2024-05-10 03:47:34,Completed,Paid Search,UPI,2,2675.44,2462.56,0,2462.56,1
O0027893,CUST07861,2024-08-08 09:32:53,Completed,Email,Wallet,1,771.24,757.13,49,806.13,3
O0027894,CUST04406,2024-07-28 13:21:59,Completed,Social,NetBanking,1,1383.18,1282.9,0,1282.9,5
O0027895,CUST23707,2024-12-17 20:56:25,Completed,Social,COD,1,2543.4,2211.99,99,2310.99,5
O0027896,CUST04248,2025-04-21 01:06:05,Completed,Referral,COD,1,22.21,21.69,99,120.69,2
O0027897,CUST07557,2025-10-17 07:13:05,Completed,Social,Card,1,1371.52,1319.68,0,1319.68,5
O0027898,CUST12003,2025-11-16 16:40:43,Cancelled,Organic,COD,2,1986.43,1762.75,0,1762.75,7
O0027899,CUST14733,2024-12-06 14:16:52,Completed,Paid Search,Card,1,1246.48,1182.91,49,1231.91,5
O0027900,CUST12487,2025-10-16 12:22:20,Completed,Partner,UPI,1,1405.41,1086.52,99,1185.52,2
O0027901,CUST01081,2025-09-01 11:41:15,Completed,Partner,Wallet,3,1403.37,1033.45,0,1033.45,1
O0027902,CUST21615,2024-02-19 11:32:12,Completed,Partner,NetBanking,1,285.7,229.79,0,229.79,1
O0027903,CUST15038,2024-01-12 14:58:10,Returned,Paid Search,UPI,1,2235.93,1678.51,0,1678.51,4
O0027904,CUST04015,2026-06-24 21:38:39,Pending,Email,NetBanking,1,70.7,65.5,49,114.5,3
O0027905,CUST05857,2026-03-05 11:52:01,Completed,Referral,Card,3,2917.13,2533.02,0,2533.02,7
O0027906,CUST21293,2024-05-27 11:18:11,Completed,Paid Search,NetBanking,3,1197.59,1169.19,0,1169.19,7
O0027907,CUST04681,2024-04-22 11:20:03,Completed,Paid Search,COD,1,581.94,460.26,49,509.26,5
O0027908,CUST02152,2026-01-10 13:00:37,Completed,Paid Search,NetBanking,4,3249.92,2973.45,79,3052.45,2
O0027909,CUST22095,2025-08-21 20:31:35,Completed,Email,Card,3,2437.4,2213.82,79,2292.82,1
O0027910,CUST02403,2025-03-09 06:10:58,Completed,Organic,UPI,2,1803.12,1480.92,79,1559.92,5
O0027911,CUST18284,2024-11-17 00:37:45,Completed,Partner,UPI,3,3662.31,3392.44,149,3541.44,4
O0027912,CUST14943,2026-01-20 02:58:38,Completed,Referral,UPI,3,2158.06,1943.95,149,2092.95,6
O0027913,CUST22703,2026-04-28 01:34:34,Completed,Referral,COD,2,1535.03,1467.17,49,1516.17,6
O0027914,CUST02097,2026-01-04 21:30:24,Completed,Social,NetBanking,1,49.56,39.5,149,188.5,5
O0027915,CUST17359,2024-05-30 08:36:30,Completed,Email,UPI,1,1119.98,1116.51,149,1265.51,5
O0027916,CUST18660,2026-05-31 07:15:37,Completed,Organic,COD,2,4950.37,4930.23,149,5079.23,1
O0027917,CUST11715,2025-07-30 19:48:47,Completed,Partner,NetBanking,1,1165.08,1068.38,0,1068.38,1
O0027918,CUST05175,2025-02-10 15:17:08,Completed,Social,Card,2,1099.74,938.92,0,938.92,3
O0027919,CUST05752,2024-11-27 03:53:35,Completed,Email,Wallet,1,1199.37,1056.41,79,1135.41,3
O0027920,CUST07917,2024-07-05 16:54:10,Returned,Social,NetBanking,1,2617.56,2345.07,149,2494.07,3
O0027921,CUST11839,2025-06-06 19:18:17,Returned,Referral,Card,2,1395.44,1156.5,149,1305.5,5
O0027922,CUST14900,2024-01-05 21:33:22,Completed,Referral,Wallet,1,112.01,106.06,0,106.06,1
O0027923,CUST00934,2025-05-03 01:03:02,Pending,Organic,UPI,1,1300.51,1178.39,149,1327.39,3
O0027924,CUST20809,2025-04-27 20:58:17,Pending,Partner,COD,1,329.91,315.79,79,394.79,3
O0027925,CUST06745,2025-12-25 09:42:50,Pending,Email,COD,1,645.48,613.59,99,712.59,5
O0027926,CUST19242,2026-07-20 17:18:37,Completed,Referral,UPI,4,4876.45,4380.94,0,4380.94,5
O0027927,CUST13315,2025-10-04 02:57:59,Completed,Social,COD,3,3744.88,3384.63,0,3384.63,1
O0027928,CUST00687,2026-01-03 17:44:07,Completed,Email,NetBanking,4,4428.18,3845.71,0,3845.71,6
O0027929,CUST01036,2024-04-23 20:29:33,Completed,Social,COD,1,2276.32,2080.33,149,2229.33,3
O0027930,CUST01051,2024-05-20 23:49:26,Completed,Social,NetBanking,3,4039.83,3634.43,79,3713.43,6
O0027931,CUST04868,2024-06-01 06:36:31,Completed,Email,UPI,1,1093.53,917.25,0,917.25,2
O0027932,CUST13581,2024-01-03 10:18:04,Completed,Partner,COD,1,445.15,297.32,0,297.32,5
O0027933,CUST08823,2024-11-11 08:45:46,Completed,Paid Search,COD,1,413.15,313.21,49,362.21,3
O0027934,CUST22824,2026-07-30 15:06:10,Completed,Email,NetBanking,1,1196.1,1000.18,79,1079.18,7
O0027935,CUST24466,2026-07-28 12:17:54,Completed,Organic,COD,3,7033.65,6119.79,0,6119.79,6
O0027936,CUST14030,2026-06-24 22:03:44,Completed,Partner,NetBanking,1,62.44,62.44,0,62.44,4
O0027937,CUST07094,2026-05-14 13:54:34,Completed,Social,Card,2,1615.33,1291.76,79,1370.76,5
O0027938,CUST02257,2025-02-01 01:08:29,Completed,Partner,UPI,1,304.22,279.12,149,428.12,4
O0027939,CUST13227,2026-01-19 12:27:56,Completed,Partner,UPI,1,1388.19,1141.37,0,1141.37,2
O0027940,CUST23680,2024-04-12 05:25:19,Completed,Referral,UPI,1,221.29,199.36,149,348.36,2
O0027941,CUST15387,2025-07-20 18:05:08,Completed,Paid Search,COD,3,4024.51,3437.63,49,3486.63,6
O0027942,CUST09964,2026-06-18 09:18:23,Completed,Email,Wallet,1,944.15,896.38,49,945.38,8
O0027943,CUST00320,2024-08-11 15:11:50,Completed,Email,NetBanking,1,892.32,809.87,49,858.87,7
O0027944,CUST07658,2024-09-14 16:43:32,Completed,Social,UPI,1,1176.35,1065.54,0,1065.54,5
O0027945,CUST11281,2025-08-01 23:01:31,Pending,Partner,UPI,1,499.94,409.55,79,488.55,1
O0027946,CUST19920,2025-11-20 18:20:27,Completed,Social,UPI,1,3046.47,2919.43,49,2968.43,2
O0027947,CUST00174,2026-07-24 20:31:42,Cancelled,Email,Card,2,2816.6,2737.11,0,2737.11,4
O0027948,CUST22327,2024-04-22 11:35:15,Completed,Email,Wallet,2,2549.47,2116.27,149,2265.27,2
O0027949,CUST08448,2025-11-15 12:03:23,Completed,Referral,Card,2,1642.69,1525.58,99,1624.58,7
O0027950,CUST21043,2025-01-22 08:29:34,Completed,Organic,NetBanking,3,1685.15,1413.26,149,1562.26,4
O0027951,CUST06047,2024-05-02 10:00:51,Completed,Partner,Card,4,3584.02,3211.63,149,3360.63,4
O0027952,CUST14668,2025-11-23 22:38:17,Completed,Email,COD,1,116.79,92.99,149,241.99,2
O0027953,CUST24615,2024-12-29 02:25:51,Completed,Social,Wallet,1,189.2,147.71,49,196.71,5
O0027954,CUST10883,2025-06-04 22:30:26,Completed,Email,Wallet,3,5150.61,4732.76,0,4732.76,3
O0027955,CUST02230,2025-11-29 21:05:21,Completed,Paid Search,NetBanking,1,1199.21,1167.31,49,1216.31,1
O0027956,CUST00680,2026-08-08 12:53:35,Completed,Partner,Card,2,2744.73,2155.19,49,2204.19,3
O0027957,CUST17320,2024-10-05 18:41:28,Completed,Referral,UPI,1,557.7,509.29,99,608.29,3
O0027958,CUST03686,2025-12-25 17:58:20,Completed,Paid Search,Wallet,1,666.91,653.91,79,732.91,2
O0027959,CUST12163,2025-03-18 12:33:20,Completed,Paid Search,Card,2,1320.56,1154.41,49,1203.41,9
O0027960,CUST24533,2026-02-08 22:53:16,Completed,Referral,COD,5,9830.39,9096.11,149,9245.11,5
O0027961,CUST00923,2025-02-19 14:15:08,Cancelled,Social,Wallet,1,766.12,686.67,79,765.67,5
O0027962,CUST13349,2024-12-01 19:50:33,Completed,Social,COD,2,2027.83,1815.27,0,1815.27,4
O0027963,CUST15704,2024-12-13 00:46:11,Completed,Social,UPI,1,91.71,82.05,49,131.05,5
O0027964,CUST20549,2025-09-20 16:25:04,Completed,Organic,UPI,1,408.4,347.79,0,347.79,8
O0027965,CUST12557,2024-09-08 05:40:20,Returned,Social,UPI,1,1390.3,1231.81,0,1231.81,4
O0027966,CUST20413,2024-09-20 23:51:56,Completed,Organic,NetBanking,1,842.53,733.0,79,812.0,2
O0027967,CUST06462,2024-10-05 02:40:31,Returned,Paid Search,Card,1,71.48,64.75,99,163.75,3
O0027968,CUST00346,2025-10-16 23:54:40,Completed,Email,UPI,1,2899.83,2444.85,99,2543.85,3
O0027969,CUST24684,2026-01-30 21:16:42,Completed,Paid Search,Card,1,2910.36,2631.84,79,2710.84,5
O0027970,CUST08181,2024-03-18 19:17:08,Pending,Referral,UPI,2,2376.86,2125.85,99,2224.85,4
O0027971,CUST20730,2026-04-20 17:19:47,Completed,Partner,UPI,3,3618.08,3214.07,0,3214.07,4
O0027972,CUST01181,2025-11-05 07:23:07,Pending,Email,COD,1,1001.71,964.05,0,964.05,1
O0027973,CUST00372,2026-02-08 14:44:47,Completed,Referral,COD,1,587.54,460.63,0,460.63,2
O0027974,CUST24170,2026-01-29 21:36:01,Pending,Organic,COD,1,299.63,254.18,149,403.18,6
O0027975,CUST21285,2026-04-04 16:09:44,Completed,Social,NetBanking,2,7171.95,6764.67,149,6913.67,8
O0027976,CUST13149,2025-05-17 21:08:58,Completed,Paid Search,NetBanking,1,176.86,165.84,99,264.84,5
O0027977,CUST11804,2024-06-06 08:50:49,Cancelled,Partner,Card,1,116.79,102.28,49,151.28,5
O0027978,CUST19368,2026-01-12 07:57:02,Completed,Email,Wallet,2,6878.79,6065.31,79,6144.31,4
O0027979,CUST01622,2025-03-23 00:25:24,Completed,Organic,COD,3,6845.75,6565.83,149,6714.83,8
O0027980,CUST00293,2026-08-26 12:31:49,Pending,Paid Search,NetBanking,5,5179.5,4661.3,99,4760.3,5
O0027981,CUST20857,2026-02-13 08:10:29,Completed,Email,NetBanking,2,2689.49,2537.27,0,2537.27,4
O0027982,CUST02080,2025-12-15 00:49:12,Pending,Paid Search,UPI,2,837.43,698.65,0,698.65,4
O0027983,CUST08832,2024-03-15 21:09:01,Completed,Paid Search,Card,1,1006.6,844.64,79,923.64,1
O0027984,CUST13213,2026-02-11 11:21:23,Completed,Organic,UPI,1,1275.16,1053.66,79,1132.66,6
O0027985,CUST24056,2026-02-22 22:34:53,Completed,Email,Card,3,3679.11,3433.24,149,3582.24,6
O0027986,CUST15956,2025-12-24 14:21:10,Completed,Social,Card,3,1994.87,1764.6,0,1764.6,5
O0027987,CUST11797,2024-12-03 03:19:17,Completed,Paid Search,UPI,1,54.92,46.57,149,195.57,4
O0027988,CUST13461,2025-04-04 10:29:47,Completed,Partner,NetBanking,1,266.92,234.92,79,313.92,4
O0027989,CUST00359,2025-11-01 22:02:13,Completed,Paid Search,UPI,4,4400.18,3986.46,79,4065.46,7
O0027990,CUST04524,2026-08-22 02:11:08,Completed,Referral,Card,1,912.95,751.91,99,850.91,5
O0027991,CUST21935,2024-12-09 01:24:28,Completed,Email,COD,3,3782.29,3468.5,79,3547.5,4
O0027992,CUST18839,2025-05-29 15:14:47,Completed,Organic,UPI,1,1972.59,1906.9,149,2055.9,3
O0027993,CUST10117,2026-03-13 16:25:06,Completed,Email,Card,2,802.7,694.62,149,843.62,7
O0027994,CUST01811,2024-11-07 14:37:31,Completed,Partner,Wallet,2,1417.2,1140.26,99,1239.26,5
O0027995,CUST02902,2025-04-06 16:25:22,Completed,Referral,COD,3,6552.95,5971.05,49,6020.05,2
O0027996,CUST13307,2025-10-31 17:08:06,Cancelled,Email,NetBanking,3,3726.79,3301.72,149,3450.72,3
O0027997,CUST09619,2024-05-03 17:58:22,Completed,Paid Search,Wallet,2,1056.21,984.48,79,1063.48,6
O0027998,CUST09913,2025-07-20 23:11:10,Completed,Email,COD,1,637.34,536.39,79,615.39,5
O0027999,CUST24318,2026-08-29 18:13:45,Completed,Partner,Card,1,5202.04,4299.49,79,4378.49,3
O0028000,CUST20868,2026-06-18 03:10:39,Completed,Paid Search,Wallet,4,3468.66,3027.09,79,3106.09,7
O0028001,CUST13163,2024-02-14 08:50:51,Completed,Partner,UPI,1,756.52,616.94,99,715.94,7
O0028002,CUST13524,2024-09-09 05:12:11,Completed,Social,Card,3,2690.19,2526.92,49,2575.92,3
O0028003,CUST02005,2025-05-12 13:40:55,Completed,Email,UPI,2,2793.74,2416.28,79,2495.28,4
O0028004,CUST15459,2024-08-06 06:59:42,Cancelled,Social,NetBanking,1,1814.66,1814.66,149,1963.66,5
O0028005,CUST02820,2024-01-20 10:42:04,Cancelled,Referral,NetBanking,2,2411.72,1982.39,0,1982.39,5
O0028006,CUST07341,2026-02-13 18:24:40,Pending,Partner,UPI,1,1346.87,1086.39,0,1086.39,3
O0028007,CUST08905,2024-05-16 11:55:38,Completed,Paid Search,UPI,2,1633.29,1435.67,49,1484.67,4
O0028008,CUST11391,2025-09-03 21:06:06,Completed,Email,UPI,2,4697.03,4206.18,99,4305.18,4
O0028009,CUST00145,2025-03-29 09:18:04,Pending,Referral,Card,1,582.5,542.19,49,591.19,4
O0028010,CUST03311,2024-04-09 22:36:41,Completed,Organic,COD,1,2923.64,2407.62,99,2506.62,5
O0028011,CUST00912,2024-05-18 09:20:59,Pending,Organic,Wallet,1,3903.45,3624.74,0,3624.74,5
O0028012,CUST06217,2026-07-16 04:02:49,Completed,Partner,Card,5,5188.86,4437.57,49,4486.57,3
O0028013,CUST21172,2026-02-19 16:42:01,Completed,Partner,Wallet,2,516.92,421.61,79,500.61,1
O0028014,CUST11437,2025-01-06 17:37:38,Completed,Organic,Wallet,4,5862.27,5196.12,149,5345.12,8
O0028015,CUST15546,2025-01-19 12:31:41,Completed,Partner,UPI,1,446.0,425.66,0,425.66,3
O0028016,CUST14642,2024-03-31 11:21:56,Completed,Paid Search,Card,2,1792.81,1749.96,49,1798.96,5
O0028017,CUST03655,2026-03-21 14:54:37,Completed,Partner,UPI,1,759.54,604.37,149,753.37,7
O0028018,CUST00851,2026-07-10 13:52:14,Completed,Email,Card,2,1065.99,1020.81,49,1069.81,3
O0028019,CUST21565,2024-12-24 21:32:29,Cancelled,Social,NetBanking,2,1546.7,1294.01,149,1443.01,8
O0028020,CUST18376,2024-12-01 08:12:48,Completed,Email,COD,2,1219.74,1105.23,0,1105.23,3
O0028021,CUST18534,2025-08-03 22:10:33,Completed,Paid Search,Wallet,2,1140.31,949.36,0,949.36,5
O0028022,CUST24745,2026-04-27 00:00:09,Completed,Referral,UPI,2,2285.64,1915.82,49,1964.82,5
O0028023,CUST14058,2024-10-31 00:51:29,Completed,Social,NetBanking,1,601.52,478.93,99,577.93,6
O0028024,CUST24348,2026-03-19 15:07:33,Completed,Referral,COD,1,2320.96,2138.53,99,2237.53,6
O0028025,CUST20396,2025-09-22 17:03:52,Completed,Partner,Card,3,2674.34,2292.96,149,2441.96,1
O0028026,CUST16643,2025-02-17 07:44:59,Pending,Organic,NetBanking,1,1239.57,1098.26,149,1247.26,3
O0028027,CUST03156,2025-08-10 04:43:15,Completed,Referral,COD,2,2025.22,1763.41,99,1862.41,5
O0028028,CUST19496,2025-05-26 18:14:12,Completed,Email,Card,1,54.72,45.9,49,94.9,3
O0028029,CUST15770,2024-10-13 12:21:10,Pending,Organic,Wallet,1,333.41,309.44,99,408.44,5
O0028030,CUST06394,2025-08-08 05:39:55,Completed,Organic,Card,3,2111.13,1790.17,79,1869.17,8
O0028031,CUST08481,2025-03-30 13:57:51,Completed,Social,Card,2,4564.23,3631.55,79,3710.55,3
O0028032,CUST16758,2024-05-05 16:41:27,Returned,Organic,COD,2,2988.84,2594.9,79,2673.9,2
O0028033,CUST15705,2025-11-06 02:37:48,Returned,Email,Card,3,5079.67,4693.6,149,4842.6,5
O0028034,CUST13222,2024-05-07 08:58:16,Completed,Referral,COD,1,866.73,778.67,99,877.67,4
O0028035,CUST07374,2026-02-28 17:42:55,Completed,Paid Search,COD,2,383.21,332.49,149,481.49,5
O0028036,CUST01018,2024-10-28 08:14:28,Completed,Referral,Wallet,1,1397.48,1283.31,0,1283.31,2
O0028037,CUST21159,2025-01-16 13:48:06,Completed,Paid Search,Wallet,2,628.4,516.96,0,516.96,4
O0028038,CUST02878,2025-03-11 07:53:58,Completed,Paid Search,Wallet,3,2033.45,1754.15,99,1853.15,3
O0028039,CUST20236,2025-09-10 23:49:58,Returned,Email,UPI,1,965.38,844.22,49,893.22,4
O0028040,CUST19776,2024-11-21 13:16:31,Completed,Partner,Wallet,1,1018.53,916.07,79,995.07,3
O0028041,CUST24586,2024-06-21 12:20:44,Completed,Email,UPI,1,694.17,639.19,79,718.19,5
O0028042,CUST14711,2024-02-09 00:13:29,Completed,Email,COD,3,1000.02,810.07,49,859.07,4
O0028043,CUST20147,2026-01-02 06:21:22,Completed,Email,COD,1,1378.93,1137.2,49,1186.2,5
O0028044,CUST14957,2026-07-08 22:03:07,Completed,Organic,COD,2,1431.59,1178.5,79,1257.5,7
O0028045,CUST02554,2024-03-13 07:20:05,Pending,Email,COD,2,2371.25,1866.78,0,1866.78,2
O0028046,CUST05774,2025-10-01 04:50:28,Returned,Organic,Wallet,4,3233.8,2880.99,0,2880.99,3
O0028047,CUST09483,2024-11-17 20:27:16,Completed,Organic,Card,1,362.07,334.15,49,383.15,3
O0028048,CUST14310,2024-06-14 15:12:25,Completed,Social,Card,1,1780.26,1744.48,0,1744.48,7
O0028049,CUST03814,2024-12-27 11:28:16,Cancelled,Social,COD,2,2332.17,2180.53,0,2180.53,8
O0028050,CUST12880,2026-04-01 00:05:13,Completed,Partner,NetBanking,1,574.04,553.83,99,652.83,5
O0028051,CUST20526,2025-04-16 06:19:07,Completed,Organic,Wallet,3,1751.12,1692.21,149,1841.21,2
O0028052,CUST05993,2024-10-29 20:06:33,Completed,Paid Search,Card,1,715.32,661.53,99,760.53,5
