campaign_touch_id,customer_id,touch_date,campaign_name,touch_channel,delivered,opened,clicked,converted,spend
CAMP04170,CUST13868,2026-03-09T00:00:00,Retention Plus,Email,1,1,1,0,5.43
CAMP04171,CUST15138,2026-01-29T00:00:00,Winback,Email,1,1,0,0,5.27
CAMP04172,CUST15860,2024-10-15T00:00:00,Summer Sale,SMS,1,0,0,0,4.6
CAMP04173,CUST14912,2024-08-10T00:00:00,Retention Plus,Push,1,0,0,0,7.23
CAMP04174,CUST00673,2024-10-09T00:00:00,Spring Growth,SMS,1,0,0,0,0.33
CAMP04175,CUST08747,2024-05-27T00:00:00,Cross-Sell Boost,Email,1,1,1,0,3.72
CAMP04176,CUST19863,2024-01-22T00:00:00,Retention Plus,Push,1,0,0,0,3.98
CAMP04177,CUST00619,2026-04-11T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,2.3
CAMP04178,CUST15716,2025-01-11T00:00:00,Winback,Ads,1,1,1,0,3.76
CAMP04179,CUST08817,2025-07-11T00:00:00,Festive Burst,Push,1,0,0,0,3.2
CAMP04180,CUST13234,2026-06-09T00:00:00,Retention Plus,Ads,1,0,0,0,4.41
CAMP04181,CUST08857,2026-06-19T00:00:00,Spring Growth,Push,1,0,0,0,3.21
CAMP04182,CUST11105,2026-01-13T00:00:00,Cross-Sell Boost,Ads,1,1,1,0,2.55
CAMP04183,CUST10969,2024-02-04T00:00:00,Winback,Push,1,1,0,0,1.67
CAMP04184,CUST21374,2025-04-03T00:00:00,Spring Growth,Ads,1,0,0,0,4.63
CAMP04185,CUST17137,2025-02-03T00:00:00,Spring Growth,SMS,1,0,0,0,6.75
CAMP04186,CUST04348,2026-04-20T00:00:00,Winback,SMS,1,0,0,0,5.62
CAMP04187,CUST19836,2025-05-03T00:00:00,Retention Plus,Push,1,0,0,0,5.21
CAMP04188,CUST00661,2025-02-21T00:00:00,Summer Sale,Ads,1,0,0,0,1.39
CAMP04189,CUST12246,2025-01-19T00:00:00,Retention Plus,Email,1,1,0,0,2.83
CAMP04190,CUST00736,2026-01-29T00:00:00,Festive Burst,Email,1,1,0,0,2.64
CAMP04191,CUST18524,2025-07-12T00:00:00,Spring Growth,SMS,1,0,0,0,2.65
CAMP04192,CUST01873,2026-08-16T00:00:00,Retention Plus,SMS,1,1,0,0,6.26
CAMP04193,CUST02128,2024-05-30T00:00:00,Retention Plus,SMS,1,0,0,0,0.27
CAMP04194,CUST24783,2026-07-13T00:00:00,Retention Plus,Push,1,0,0,0,5.19
CAMP04195,CUST10980,2025-01-22T00:00:00,Festive Burst,Email,1,0,0,0,2.36
CAMP04196,CUST16195,2024-06-13T00:00:00,Summer Sale,Push,1,0,0,0,2.07
CAMP04197,CUST21542,2024-12-18T00:00:00,Winback,SMS,0,0,0,0,6.77
CAMP04198,CUST11094,2024-09-29T00:00:00,Spring Growth,Ads,1,0,0,0,4.26
CAMP04199,CUST23589,2025-12-14T00:00:00,Summer Sale,SMS,1,0,0,0,1.13
CAMP04200,CUST19891,2024-08-24T00:00:00,Festive Burst,Push,1,0,0,0,7.29
CAMP04201,CUST11929,2025-08-05T00:00:00,Festive Burst,SMS,1,0,0,0,5.04
CAMP04202,CUST05515,2025-08-12T00:00:00,Summer Sale,Push,1,0,0,0,2.69
CAMP04203,CUST04684,2024-07-02T00:00:00,Winback,Push,1,1,0,0,4.66
CAMP04204,CUST09474,2026-02-09T00:00:00,Spring Growth,Ads,1,1,1,0,5.83
CAMP04205,CUST11557,2024-02-18T00:00:00,Winback,Ads,1,1,1,0,0.22
CAMP04206,CUST13644,2025-03-06T00:00:00,Retention Plus,Email,1,1,1,1,5.78
CAMP04207,CUST13411,2024-05-08T00:00:00,Spring Growth,Email,1,1,0,0,0.4
CAMP04208,CUST18559,2024-11-17T00:00:00,Winback,SMS,1,0,0,0,7.31
CAMP04209,CUST11662,2026-01-27T00:00:00,Spring Growth,Ads,1,1,1,0,3.99
CAMP04210,CUST01072,2024-04-29T00:00:00,Cross-Sell Boost,SMS,1,1,1,0,6.51
CAMP04211,CUST12133,2025-08-09T00:00:00,Spring Growth,Push,1,0,0,0,1.28
CAMP04212,CUST02175,2026-08-16T00:00:00,Summer Sale,SMS,1,0,0,0,3.59
CAMP04213,CUST12742,2025-01-22T00:00:00,Retention Plus,SMS,1,0,0,0,0.33
CAMP04214,CUST08372,2025-06-10T00:00:00,Retention Plus,Push,1,0,0,0,2.91
CAMP04215,CUST03823,2024-02-04T00:00:00,Retention Plus,Ads,1,1,1,0,3.37
CAMP04216,CUST08033,2025-10-14T00:00:00,Spring Growth,SMS,1,0,0,0,5.03
CAMP04217,CUST21373,2025-03-27T00:00:00,Summer Sale,Ads,1,0,0,0,1.78
CAMP04218,CUST23042,2025-03-26T00:00:00,Cross-Sell Boost,Email,1,1,1,0,4.69
CAMP04219,CUST18708,2024-11-12T00:00:00,Retention Plus,Ads,1,0,0,0,1.78
CAMP04220,CUST08873,2025-04-21T00:00:00,Spring Growth,Email,1,0,0,0,6.91
CAMP04221,CUST21434,2025-10-20T00:00:00,Winback,Ads,1,1,0,0,3.96
CAMP04222,CUST17221,2024-09-09T00:00:00,Retention Plus,Push,1,1,1,0,1.86
CAMP04223,CUST05011,2026-05-14T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,3.34
CAMP04224,CUST13432,2026-02-10T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,4.28
CAMP04225,CUST10633,2024-01-27T00:00:00,Spring Growth,Push,1,0,0,0,0.46
CAMP04226,CUST21381,2024-05-17T00:00:00,Retention Plus,SMS,1,0,0,0,0.43
CAMP04227,CUST02948,2026-02-20T00:00:00,Retention Plus,Ads,1,0,0,0,3.09
CAMP04228,CUST08272,2025-04-05T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,0.33
CAMP04229,CUST20736,2026-07-10T00:00:00,Retention Plus,Email,1,1,0,0,2.19
CAMP04230,CUST22121,2025-09-14T00:00:00,Festive Burst,Push,1,0,0,0,2.05
CAMP04231,CUST23438,2024-07-18T00:00:00,Retention Plus,SMS,1,0,0,0,4.83
CAMP04232,CUST19707,2024-10-20T00:00:00,Winback,SMS,1,0,0,0,0.24
CAMP04233,CUST24344,2026-01-19T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,0.95
CAMP04234,CUST06823,2026-04-27T00:00:00,Cross-Sell Boost,Push,1,0,0,0,0.89
CAMP04235,CUST00235,2025-07-14T00:00:00,Festive Burst,Ads,1,1,0,0,0.88
CAMP04236,CUST22251,2024-08-14T00:00:00,Winback,Push,1,1,0,0,1.49
CAMP04237,CUST02655,2024-08-14T00:00:00,Cross-Sell Boost,Push,1,0,0,0,0.79
CAMP04238,CUST00958,2026-03-31T00:00:00,Cross-Sell Boost,Email,1,0,0,0,6.09
CAMP04239,CUST23617,2025-07-08T00:00:00,Summer Sale,Push,1,0,0,0,5.96
CAMP04240,CUST21231,2024-02-09T00:00:00,Spring Growth,SMS,1,1,0,0,0.22
CAMP04241,CUST14309,2025-01-17T00:00:00,Retention Plus,Push,1,1,0,0,5.07
CAMP04242,CUST06018,2024-10-04T00:00:00,Cross-Sell Boost,SMS,0,0,0,0,3.73
CAMP04243,CUST04187,2026-03-10T00:00:00,Summer Sale,SMS,1,0,0,0,0.2
CAMP04244,CUST23758,2025-06-02T00:00:00,Summer Sale,SMS,1,0,0,0,0.38
CAMP04245,CUST18911,2024-10-31T00:00:00,Retention Plus,SMS,1,0,0,0,4.22
CAMP04246,CUST14871,2024-08-01T00:00:00,Spring Growth,Push,1,0,0,0,0.36
CAMP04247,CUST07476,2025-05-01T00:00:00,Retention Plus,SMS,1,0,0,0,3.73
CAMP04248,CUST13786,2024-06-27T00:00:00,Spring Growth,Push,1,0,0,0,3.82
CAMP04249,CUST00327,2026-01-04T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,0.97
CAMP04250,CUST01552,2025-04-26T00:00:00,Winback,Ads,1,0,0,0,3.26
CAMP04251,CUST01062,2025-05-07T00:00:00,Winback,Email,1,1,0,0,6.12
CAMP04252,CUST20187,2026-01-02T00:00:00,Retention Plus,Ads,1,0,0,0,5.3
CAMP04253,CUST08762,2024-09-05T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,6.24
CAMP04254,CUST21545,2025-07-25T00:00:00,Summer Sale,Push,1,0,0,0,6.98
CAMP04255,CUST21215,2025-05-20T00:00:00,Festive Burst,Email,1,1,1,0,0.57
CAMP04256,CUST12080,2026-05-21T00:00:00,Festive Burst,Ads,1,0,0,0,3.66
CAMP04257,CUST24655,2026-02-05T00:00:00,Festive Burst,Push,1,0,0,0,4.13
CAMP04258,CUST07996,2025-12-25T00:00:00,Cross-Sell Boost,Email,1,1,0,0,0.35
CAMP04259,CUST17361,2025-10-09T00:00:00,Summer Sale,Ads,1,0,0,0,5.61
CAMP04260,CUST18933,2025-04-12T00:00:00,Cross-Sell Boost,Email,1,1,0,0,2.01
CAMP04261,CUST17082,2026-08-08T00:00:00,Spring Growth,SMS,1,0,0,0,0.79
CAMP04262,CUST11766,2026-02-13T00:00:00,Festive Burst,SMS,1,0,0,0,3.04
CAMP04263,CUST21280,2025-03-01T00:00:00,Festive Burst,Push,1,0,0,0,3.23
CAMP04264,CUST00502,2025-02-11T00:00:00,Winback,Ads,1,0,0,0,5.54
CAMP04265,CUST11967,2026-03-07T00:00:00,Retention Plus,SMS,1,0,0,0,3.74
CAMP04266,CUST11313,2024-05-31T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,3.0
CAMP04267,CUST00806,2024-11-13T00:00:00,Summer Sale,Ads,1,1,0,0,1.4
CAMP04268,CUST09961,2025-12-19T00:00:00,Festive Burst,Push,1,0,0,0,7.03
CAMP04269,CUST00904,2024-05-25T00:00:00,Spring Growth,SMS,1,0,0,0,0.51
CAMP04270,CUST06854,2025-01-12T00:00:00,Winback,Email,1,0,0,0,6.94
CAMP04271,CUST15316,2024-09-20T00:00:00,Spring Growth,Ads,1,0,0,0,1.94
CAMP04272,CUST16183,2026-05-23T00:00:00,Festive Burst,Push,1,0,0,0,1.32
CAMP04273,CUST05599,2025-12-30T00:00:00,Winback,SMS,1,1,1,0,7.01
CAMP04274,CUST05102,2024-03-24T00:00:00,Summer Sale,SMS,1,0,0,0,4.58
CAMP04275,CUST08627,2026-08-23T00:00:00,Retention Plus,SMS,1,0,0,0,6.89
CAMP04276,CUST10873,2024-04-06T00:00:00,Retention Plus,Ads,1,0,0,0,0.74
CAMP04277,CUST20877,2024-07-19T00:00:00,Festive Burst,Push,1,0,0,0,1.76
CAMP04278,CUST04538,2024-07-03T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,3.63
CAMP04279,CUST21375,2025-03-30T00:00:00,Winback,Ads,1,0,0,0,5.63
CAMP04280,CUST01693,2025-09-01T00:00:00,Winback,Push,1,0,0,0,6.04
CAMP04281,CUST13464,2024-03-12T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,0.32
CAMP04282,CUST12532,2024-11-30T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,4.44
CAMP04283,CUST02058,2024-09-03T00:00:00,Winback,Push,1,1,0,0,0.5
CAMP04284,CUST21338,2024-04-01T00:00:00,Retention Plus,SMS,1,0,0,0,5.51
CAMP04285,CUST22105,2024-04-25T00:00:00,Festive Burst,Ads,1,0,0,0,1.35
CAMP04286,CUST11101,2024-06-24T00:00:00,Winback,Ads,1,0,0,0,6.3
CAMP04287,CUST09080,2026-07-06T00:00:00,Retention Plus,Ads,1,0,0,0,6.09
CAMP04288,CUST23545,2025-08-02T00:00:00,Festive Burst,Push,1,0,0,0,2.16
CAMP04289,CUST13369,2025-04-29T00:00:00,Summer Sale,Push,1,1,0,0,3.67
CAMP04290,CUST11588,2026-02-13T00:00:00,Winback,Email,1,0,0,0,1.08
CAMP04291,CUST22925,2025-07-13T00:00:00,Spring Growth,Push,1,0,0,0,3.13
CAMP04292,CUST06790,2025-06-14T00:00:00,Cross-Sell Boost,Push,1,0,0,0,0.67
CAMP04293,CUST12331,2025-02-25T00:00:00,Spring Growth,SMS,1,0,0,0,3.16
CAMP04294,CUST17839,2025-05-19T00:00:00,Spring Growth,Email,0,0,0,0,5.13
CAMP04295,CUST23397,2025-10-31T00:00:00,Spring Growth,SMS,1,0,0,0,7.22
CAMP04296,CUST18252,2024-11-28T00:00:00,Winback,Push,1,0,0,0,5.78
CAMP04297,CUST20215,2026-01-09T00:00:00,Summer Sale,Ads,1,1,0,0,2.94
CAMP04298,CUST17733,2025-04-28T00:00:00,Festive Burst,Email,1,0,0,0,0.53
CAMP04299,CUST24680,2025-06-14T00:00:00,Festive Burst,Ads,1,0,0,0,4.57
CAMP04300,CUST04472,2026-01-17T00:00:00,Summer Sale,Email,1,1,1,0,4.99
CAMP04301,CUST19295,2026-06-21T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,2.24
CAMP04302,CUST01305,2025-05-23T00:00:00,Winback,Ads,1,0,0,0,2.23
CAMP04303,CUST05971,2025-12-07T00:00:00,Festive Burst,Push,1,0,0,0,3.71
CAMP04304,CUST06222,2024-05-24T00:00:00,Retention Plus,Email,1,1,1,0,5.81
CAMP04305,CUST19348,2026-01-16T00:00:00,Winback,Ads,0,0,0,0,6.77
CAMP04306,CUST01456,2024-08-17T00:00:00,Festive Burst,Ads,1,0,0,0,4.17
CAMP04307,CUST00863,2024-05-27T00:00:00,Summer Sale,Push,0,0,0,0,0.2
CAMP04308,CUST13656,2026-02-12T00:00:00,Retention Plus,Email,1,1,0,0,5.48
CAMP04309,CUST13037,2025-07-11T00:00:00,Summer Sale,Ads,1,0,0,0,0.73
CAMP04310,CUST07384,2024-12-10T00:00:00,Retention Plus,Ads,1,1,0,0,0.62
CAMP04311,CUST18318,2025-06-27T00:00:00,Summer Sale,SMS,1,0,0,0,2.48
CAMP04312,CUST24259,2025-08-01T00:00:00,Festive Burst,Ads,1,0,0,0,0.44
CAMP04313,CUST14050,2025-12-23T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,1.96
CAMP04314,CUST18551,2025-12-21T00:00:00,Festive Burst,Email,1,0,0,0,7.04
CAMP04315,CUST15057,2026-06-13T00:00:00,Summer Sale,Ads,1,1,0,0,1.53
CAMP04316,CUST00620,2024-08-01T00:00:00,Retention Plus,Ads,1,0,0,0,6.7
CAMP04317,CUST06550,2024-09-14T00:00:00,Cross-Sell Boost,Email,1,0,0,0,6.24
CAMP04318,CUST01186,2026-05-09T00:00:00,Spring Growth,Email,1,1,0,0,6.65
CAMP04319,CUST11982,2024-01-31T00:00:00,Spring Growth,Ads,1,1,1,0,5.82
CAMP04320,CUST19527,2025-04-24T00:00:00,Spring Growth,SMS,1,1,0,0,0.23
CAMP04321,CUST12491,2025-06-29T00:00:00,Retention Plus,Push,1,0,0,0,0.64
CAMP04322,CUST17821,2026-06-24T00:00:00,Retention Plus,SMS,1,0,0,0,6.5
CAMP04323,CUST18194,2024-03-29T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,3.0
CAMP04324,CUST01846,2024-06-24T00:00:00,Festive Burst,Email,1,1,0,0,7.29
CAMP04325,CUST13929,2024-10-25T00:00:00,Spring Growth,Push,1,1,0,0,1.33
CAMP04326,CUST20409,2025-12-12T00:00:00,Spring Growth,Email,1,0,0,0,2.63
CAMP04327,CUST08962,2026-08-20T00:00:00,Spring Growth,Ads,1,0,0,0,5.82
CAMP04328,CUST09031,2025-03-18T00:00:00,Winback,Ads,1,0,0,0,5.06
CAMP04329,CUST18584,2025-10-26T00:00:00,Summer Sale,Ads,1,0,0,0,5.06
CAMP04330,CUST04673,2025-12-11T00:00:00,Cross-Sell Boost,SMS,1,1,0,0,3.1
CAMP04331,CUST21348,2024-08-29T00:00:00,Festive Burst,Ads,1,0,0,0,0.3
CAMP04332,CUST11049,2024-08-08T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,7.49
CAMP04333,CUST14443,2024-05-21T00:00:00,Retention Plus,SMS,1,0,0,0,6.89
CAMP04334,CUST17049,2024-03-12T00:00:00,Retention Plus,Push,1,0,0,0,3.56
CAMP04335,CUST05686,2024-01-28T00:00:00,Festive Burst,Email,1,0,0,0,0.47
CAMP04336,CUST15268,2025-07-28T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,4.1
CAMP04337,CUST01736,2024-09-10T00:00:00,Festive Burst,Email,1,1,1,0,4.1
CAMP04338,CUST03432,2024-03-13T00:00:00,Cross-Sell Boost,Email,1,0,0,0,0.97
CAMP04339,CUST09197,2024-07-15T00:00:00,Summer Sale,Ads,1,0,0,0,2.41
CAMP04340,CUST13795,2026-08-08T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,2.14
CAMP04341,CUST23972,2026-03-25T00:00:00,Cross-Sell Boost,Push,1,0,0,0,0.56
CAMP04342,CUST14216,2026-01-31T00:00:00,Winback,Ads,1,0,0,0,0.5
CAMP04343,CUST09871,2025-03-10T00:00:00,Winback,Email,1,1,0,0,5.9
CAMP04344,CUST19784,2024-06-30T00:00:00,Festive Burst,Email,1,1,1,0,1.11
CAMP04345,CUST19240,2025-06-21T00:00:00,Retention Plus,Email,1,0,0,0,3.34
CAMP04346,CUST10879,2026-06-29T00:00:00,Festive Burst,Email,1,1,0,0,4.0
CAMP04347,CUST23025,2026-06-20T00:00:00,Cross-Sell Boost,Ads,1,1,1,0,2.7
CAMP04348,CUST22592,2026-02-15T00:00:00,Cross-Sell Boost,Ads,1,1,0,0,5.09
CAMP04349,CUST09690,2025-08-11T00:00:00,Retention Plus,Email,1,1,0,0,1.59
CAMP04350,CUST20857,2024-03-20T00:00:00,Spring Growth,Ads,1,0,0,0,2.82
CAMP04351,CUST14684,2026-07-09T00:00:00,Festive Burst,SMS,1,1,0,0,0.22
CAMP04352,CUST23746,2026-01-19T00:00:00,Spring Growth,Email,1,1,0,0,4.55
CAMP04353,CUST03992,2026-01-13T00:00:00,Retention Plus,Push,1,1,0,0,4.38
CAMP04354,CUST01724,2025-07-24T00:00:00,Festive Burst,Ads,1,0,0,0,3.56
CAMP04355,CUST00904,2024-04-15T00:00:00,Winback,SMS,1,1,0,0,7.25
CAMP04356,CUST18099,2026-06-22T00:00:00,Winback,Ads,1,0,0,0,7.02
CAMP04357,CUST08066,2025-01-30T00:00:00,Festive Burst,Ads,1,1,0,0,5.33
CAMP04358,CUST07693,2025-01-20T00:00:00,Winback,Push,1,0,0,0,2.48
CAMP04359,CUST16480,2024-12-16T00:00:00,Festive Burst,SMS,1,1,1,0,3.88
CAMP04360,CUST21803,2026-03-04T00:00:00,Summer Sale,Email,1,0,0,0,7.34
CAMP04361,CUST01757,2026-08-03T00:00:00,Retention Plus,Email,0,0,0,0,3.53
CAMP04362,CUST23067,2026-07-26T00:00:00,Summer Sale,SMS,1,1,1,0,0.71
CAMP04363,CUST04765,2026-05-02T00:00:00,Winback,Push,1,1,0,0,4.43
CAMP04364,CUST09015,2025-09-01T00:00:00,Spring Growth,Push,0,0,0,0,1.71
CAMP04365,CUST06485,2025-06-01T00:00:00,Retention Plus,Push,0,0,0,0,5.65
CAMP04366,CUST24087,2024-01-12T00:00:00,Spring Growth,Email,1,0,0,0,0.82
CAMP04367,CUST16107,2024-03-16T00:00:00,Retention Plus,Ads,1,0,0,0,1.75
CAMP04368,CUST20154,2024-04-04T00:00:00,Cross-Sell Boost,SMS,1,1,0,0,1.36
CAMP04369,CUST01354,2026-07-25T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,6.55
CAMP04370,CUST15932,2024-04-30T00:00:00,Spring Growth,Push,1,0,0,0,5.62
CAMP04371,CUST03083,2024-10-12T00:00:00,Winback,Email,1,0,0,0,0.75
CAMP04372,CUST13598,2025-10-04T00:00:00,Cross-Sell Boost,SMS,1,1,0,0,3.4
CAMP04373,CUST05094,2026-08-01T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,3.61
CAMP04374,CUST04533,2025-03-25T00:00:00,Festive Burst,Email,1,1,0,0,6.81
CAMP04375,CUST05869,2024-03-27T00:00:00,Winback,Email,1,1,1,1,6.49
CAMP04376,CUST05651,2024-02-16T00:00:00,Festive Burst,Email,1,0,0,0,5.13
CAMP04377,CUST04035,2025-11-17T00:00:00,Winback,Email,1,1,0,0,5.7
CAMP04378,CUST18273,2025-09-16T00:00:00,Summer Sale,Push,1,0,0,0,0.48
CAMP04379,CUST10362,2026-01-26T00:00:00,Summer Sale,SMS,1,0,0,0,2.39
CAMP04380,CUST10741,2024-02-10T00:00:00,Summer Sale,Push,1,0,0,0,6.26
CAMP04381,CUST22845,2024-12-28T00:00:00,Summer Sale,Push,1,0,0,0,5.14
CAMP04382,CUST10582,2026-03-18T00:00:00,Festive Burst,Push,1,0,0,0,3.03
CAMP04383,CUST02968,2025-09-28T00:00:00,Winback,SMS,1,0,0,0,7.21
CAMP04384,CUST19699,2024-10-19T00:00:00,Summer Sale,Push,1,1,0,0,5.98
CAMP04385,CUST10793,2026-02-03T00:00:00,Retention Plus,Push,0,0,0,0,4.65
CAMP04386,CUST05367,2025-07-31T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,5.07
CAMP04387,CUST17757,2024-07-29T00:00:00,Retention Plus,SMS,1,0,0,0,2.11
CAMP04388,CUST04441,2025-05-28T00:00:00,Cross-Sell Boost,Email,1,1,1,0,4.29
CAMP04389,CUST06547,2025-04-08T00:00:00,Festive Burst,Push,1,1,0,0,2.11
CAMP04390,CUST10750,2025-01-10T00:00:00,Spring Growth,Email,1,1,0,0,3.43
CAMP04391,CUST24415,2024-09-14T00:00:00,Retention Plus,Push,1,0,0,0,3.29
CAMP04392,CUST21302,2024-03-03T00:00:00,Cross-Sell Boost,Push,1,0,0,0,3.02
CAMP04393,CUST06278,2024-09-12T00:00:00,Summer Sale,Push,1,0,0,0,3.46
CAMP04394,CUST00379,2026-08-29T00:00:00,Festive Burst,Email,1,1,1,0,2.25
CAMP04395,CUST20571,2026-02-10T00:00:00,Retention Plus,Push,1,0,0,0,5.34
CAMP04396,CUST00289,2024-02-25T00:00:00,Spring Growth,Email,0,0,0,0,6.37
CAMP04397,CUST00996,2024-10-12T00:00:00,Festive Burst,Email,1,1,1,0,1.49
CAMP04398,CUST01902,2025-11-29T00:00:00,Spring Growth,Email,1,1,0,0,3.95
CAMP04399,CUST17581,2025-10-25T00:00:00,Summer Sale,Ads,1,0,0,0,7.24
CAMP04400,CUST03620,2025-06-17T00:00:00,Retention Plus,SMS,1,0,0,0,4.27
CAMP04401,CUST00438,2025-08-24T00:00:00,Spring Growth,Email,1,0,0,0,4.52
CAMP04402,CUST12859,2025-08-17T00:00:00,Spring Growth,SMS,0,0,0,0,1.14
CAMP04403,CUST16017,2025-02-23T00:00:00,Retention Plus,Push,1,1,0,0,6.33
CAMP04404,CUST24205,2026-02-22T00:00:00,Festive Burst,Push,1,0,0,0,3.42
CAMP04405,CUST00503,2024-06-18T00:00:00,Winback,Ads,1,1,0,0,6.85
CAMP04406,CUST14689,2024-12-07T00:00:00,Retention Plus,Email,1,0,0,0,1.03
CAMP04407,CUST00044,2024-05-09T00:00:00,Cross-Sell Boost,Push,1,0,0,0,3.31
CAMP04408,CUST07479,2025-06-15T00:00:00,Cross-Sell Boost,Push,1,0,0,0,3.86
CAMP04409,CUST18327,2024-09-21T00:00:00,Summer Sale,Email,1,1,0,0,0.29
CAMP04410,CUST02450,2024-02-02T00:00:00,Festive Burst,SMS,1,0,0,0,0.82
CAMP04411,CUST08730,2026-04-03T00:00:00,Retention Plus,Ads,1,0,0,0,3.62
CAMP04412,CUST05326,2026-05-12T00:00:00,Retention Plus,Email,1,0,0,0,0.48
CAMP04413,CUST22916,2026-05-10T00:00:00,Summer Sale,SMS,0,0,0,0,2.62
CAMP04414,CUST19477,2025-05-29T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,1.52
CAMP04415,CUST08856,2026-06-10T00:00:00,Cross-Sell Boost,Ads,0,0,0,0,1.27
CAMP04416,CUST20617,2025-12-02T00:00:00,Retention Plus,Ads,1,0,0,0,6.47
CAMP04417,CUST23965,2026-07-16T00:00:00,Winback,Ads,1,1,0,0,6.08
CAMP04418,CUST21346,2024-05-23T00:00:00,Retention Plus,Email,1,1,1,0,4.47
CAMP04419,CUST19167,2024-04-21T00:00:00,Winback,Email,1,1,1,1,2.83
CAMP04420,CUST15252,2024-01-29T00:00:00,Spring Growth,Push,1,1,0,0,7.01
CAMP04421,CUST14230,2024-09-10T00:00:00,Retention Plus,SMS,1,0,0,0,3.6
CAMP04422,CUST08366,2025-09-27T00:00:00,Spring Growth,Email,1,1,1,0,7.49
CAMP04423,CUST01784,2024-09-05T00:00:00,Cross-Sell Boost,Email,1,0,0,0,4.6
CAMP04424,CUST11656,2024-06-09T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,3.44
CAMP04425,CUST02113,2024-12-11T00:00:00,Cross-Sell Boost,Push,1,0,0,0,4.01
CAMP04426,CUST07763,2026-08-25T00:00:00,Winback,Email,1,1,1,0,5.95
CAMP04427,CUST06409,2024-07-22T00:00:00,Cross-Sell Boost,SMS,1,0,0,0,1.16
CAMP04428,CUST23210,2026-07-21T00:00:00,Retention Plus,Push,1,1,1,1,7.26
CAMP04429,CUST06798,2026-01-19T00:00:00,Cross-Sell Boost,Email,1,0,0,0,3.29
CAMP04430,CUST11842,2024-07-28T00:00:00,Winback,Push,1,0,0,0,5.69
CAMP04431,CUST20068,2025-11-19T00:00:00,Winback,Email,1,0,0,0,2.98
CAMP04432,CUST07351,2026-03-11T00:00:00,Spring Growth,Ads,0,0,0,0,7.4
CAMP04433,CUST19030,2026-06-25T00:00:00,Spring Growth,Push,0,0,0,0,0.21
CAMP04434,CUST08397,2026-07-01T00:00:00,Summer Sale,Email,1,0,0,0,3.63
CAMP04435,CUST02872,2024-09-25T00:00:00,Retention Plus,Email,1,0,0,0,6.02
CAMP04436,CUST13012,2024-01-19T00:00:00,Festive Burst,Email,1,1,0,0,4.09
CAMP04437,CUST12596,2024-12-20T00:00:00,Spring Growth,Ads,1,0,0,0,6.27
CAMP04438,CUST14295,2024-10-26T00:00:00,Retention Plus,Email,1,0,0,0,7.29
CAMP04439,CUST18826,2025-01-25T00:00:00,Festive Burst,Ads,1,0,0,0,1.97
CAMP04440,CUST16241,2025-12-07T00:00:00,Festive Burst,Push,1,0,0,0,3.63
CAMP04441,CUST24201,2025-03-15T00:00:00,Winback,Ads,1,0,0,0,1.18
CAMP04442,CUST02647,2024-03-04T00:00:00,Cross-Sell Boost,Email,1,0,0,0,4.55
CAMP04443,CUST00398,2024-07-16T00:00:00,Festive Burst,Ads,1,0,0,0,2.56
CAMP04444,CUST03194,2025-06-17T00:00:00,Winback,SMS,1,0,0,0,2.05
CAMP04445,CUST18818,2024-03-19T00:00:00,Festive Burst,SMS,1,0,0,0,3.62
CAMP04446,CUST09203,2025-12-14T00:00:00,Cross-Sell Boost,Email,1,0,0,0,7.13
CAMP04447,CUST14661,2025-03-30T00:00:00,Winback,Email,1,1,0,0,6.25
CAMP04448,CUST18714,2025-07-06T00:00:00,Winback,SMS,1,0,0,0,4.56
CAMP04449,CUST18268,2025-04-11T00:00:00,Spring Growth,Ads,1,0,0,0,3.99
CAMP04450,CUST12271,2024-07-11T00:00:00,Cross-Sell Boost,Ads,1,0,0,0,1.62
CAMP04451,CUST05374,2026-04-26T00:00:00,Summer Sale,SMS,1,1,1,0,6.32
CAMP04452,CUST18308,2025-05-17T00:00:00,Winback,Push,1,0,0,0,1.91
CAMP04453,CUST06609,2024-11-01T00:00:00,Retention Plus,SMS,0,0,0,0,1.55
CAMP04454,CUST04436,2024-10-02T00:00:00,Summer Sale,Ads,1,1,0,0,2.68
CAMP04455,CUST06176,2025-03-22T00:00:00,Festive Burst,Email,1,0,0,0,1.22
